  Epoch    Dlat    DLon    DHoriz  Dheight 
  496942  -0.197  -0.617   0.648   0.364  
  496943  -0.201  -0.621   0.653   0.368  
  496944  -0.201  -0.624   0.656   0.363  
  496945  -0.202  -0.624   0.656   0.363  
  496946  -0.199  -0.626   0.656   0.368  
  496947  -0.199  -0.632   0.663   0.361  
  496948  -0.199  -0.636   0.666   0.355  
  496949  -0.198  -0.635   0.665   0.366  
  496950  -0.200  -0.632   0.663   0.367  
  496951  -0.202  -0.640   0.671   0.351  
  496952  -0.200  -0.639   0.670   0.354  
  496953  -0.194  -0.642   0.671   0.356  
  496954  -0.197  -0.643   0.672   0.350  
  496955  -0.197  -0.646   0.676   0.349  
  496956  -0.199  -0.648   0.678   0.351  
  496957  -0.202  -0.649   0.680   0.349  
  496958  -0.196  -0.652   0.681   0.344  
  496959  -0.196  -0.654   0.682   0.355  
  496960  -0.188  -0.662   0.688   0.334  
  496961  -0.190  -0.669   0.696   0.324  
  496962  -0.191  -0.665   0.692   0.334  
  496963  -0.190  -0.667   0.693   0.330  
  496964  -0.183  -0.670   0.695   0.325  
  496965  -0.184  -0.671   0.695   0.331  
  496966  -0.187  -0.674   0.699   0.328  
  496967  -0.184  -0.676   0.700   0.323  
  496968  -0.184  -0.670   0.695   0.332  
  496969  -0.180  -0.678   0.701   0.321  
  496970  -0.179  -0.672   0.695   0.320  
  496971  -0.184  -0.673   0.698   0.324  
  496972  -0.185  -0.668   0.693   0.321  
  496973  -0.187  -0.664   0.690   0.317  
  496974  -0.187  -0.666   0.692   0.306  
  496975  -0.185  -0.663   0.688   0.305  
  496976  -0.183  -0.661   0.686   0.300  
  496977  -0.184  -0.663   0.688   0.303  
  496978  -0.186  -0.668   0.693   0.297  
  496979  -0.193  -0.669   0.696   0.300  
  496980  -0.193  -0.668   0.695   0.300  
  496981  -0.197  -0.666   0.695   0.305  
  496982  -0.193  -0.665   0.693   0.311  
  496983  -0.176  -0.677   0.700   0.281  
  496984  -0.154  -0.710   0.727   0.214  
  496985  -0.150  -0.712   0.728   0.215  
  496986  -0.144  -0.714   0.729   0.218  
  496987  -0.146  -0.715   0.730   0.210  
  496988  -0.137  -0.712   0.725   0.203  
  496989  -0.138  -0.711   0.724   0.208  
  496990  -0.139  -0.718   0.731   0.198  
  496991  -0.147  -0.719   0.734   0.204  
  496992  -0.149  -0.725   0.740   0.185  
  496993  -0.147  -0.726   0.741   0.192  
  496994  -0.147  -0.725   0.740   0.206  
  496995  -0.143  -0.728   0.742   0.213  
  496996  -0.137  -0.732   0.745   0.208  
  496997  -0.137  -0.734   0.747   0.208  
  496998  -0.137  -0.732   0.745   0.205  
  496999  -0.138  -0.737   0.750   0.185  
  497000  -0.136  -0.737   0.749   0.174  
  497001  -0.135  -0.736   0.748   0.168  
  497002  -0.128  -0.742   0.753   0.155  
  497003  -0.121  -0.750   0.760   0.150  
  497004  -0.128  -0.739   0.750   0.163  
  497005  -0.122  -0.731   0.741   0.183  
  497006  -0.123  -0.733   0.743   0.184  
  497007  -0.118  -0.741   0.751   0.177  
  497008  -0.117  -0.750   0.759   0.161  
  497009  -0.118  -0.757   0.767   0.142  
  497010  -0.125  -0.768   0.779   0.125  
  497011  -0.123  -0.772   0.782   0.114  
  497012  -0.114  -0.773   0.782   0.109  
  497013  -0.122  -0.779   0.789   0.094  
  497014  -0.117  -0.786   0.794   0.103  
  497015  -0.111  -0.784   0.791   0.106  
  497016  -0.115  -0.779   0.787   0.116  
  497017  -0.113  -0.772   0.780   0.135  
  497018  -0.104  -0.778   0.785   0.132  
  497019  -0.109  -0.778   0.786   0.131  
  497020  -0.111  -0.775   0.783   0.129  
  497021  -0.107  -0.771   0.778   0.107  
  497022  -0.105  -0.770   0.777   0.094  
  497023  -0.095  -0.775   0.781   0.068  
  497024  -0.097  -0.769   0.776   0.068  
  497025  -0.103  -0.770   0.776   0.057  
  497026  -0.102  -0.761   0.768   0.064  
  497027  -0.097  -0.763   0.769   0.059  
  497028  -0.087  -0.761   0.766   0.072  
  497029  -0.067  -0.776   0.778   0.070  
  497030  -0.075  -0.782   0.786   0.070  
  497031  -0.139  -0.716   0.729   0.189  
  497032  -0.154  -0.693   0.710   0.203  
  497033  -0.152  -0.680   0.697   0.171  
  497034  -0.138  -0.661   0.675   0.142  
  497035  -0.199  -0.602   0.634  -0.044  
  497036  -0.236  -0.754   0.790   0.346  
  497037  -0.258  -0.753   0.796   0.383  
  497038  -0.266  -0.753   0.799   0.369  
  497039  -0.266  -0.746   0.792   0.352  
  497040  -0.264  -0.744   0.789   0.339  
  497041  -0.249  -0.736   0.777   0.323  
  497042  -0.262  -0.815   0.856   0.429  
  497043  -0.214  -0.797   0.825   0.365  
  497044  -0.192  -0.787   0.810   0.306  
  497045  -0.176  -0.770   0.790   0.282  
  497046  -0.169  -0.755   0.773   0.250  
  497047  -0.161  -0.752   0.769   0.238  
  497048  -0.162  -0.740   0.758   0.248  
  497049  -0.164  -0.725   0.743   0.260  
  497050  -0.162  -0.714   0.732   0.242  
  497051  -0.154  -0.711   0.728   0.217  
  497052  -0.147  -0.702   0.717   0.184  
  497053  -0.146  -0.685   0.701   0.154  
  497054  -0.042  -0.642   0.644   0.160  
  497055  -0.014  -0.606   0.606   0.095  
  497056  -0.130  -0.740   0.751   0.302  
  497057  -0.060  -0.765   0.767   0.157  
  497058  -0.054  -0.751   0.753   0.214  
  497059  -0.109  -0.742   0.750   0.124  
  497060  -0.091  -0.715   0.721   0.448  
  497061  -0.026  -0.717   0.717   0.312  
  497062  -0.002  -0.723   0.723   0.202  
  497063   0.053  -0.723   0.725   0.089  
  497064   0.102  -0.707   0.714  -0.016  
  497065   0.105  -0.619   0.628   0.056  
  497066   0.149  -0.751   0.766  -0.160  
  497067   0.217  -0.735   0.766  -0.253  
  497068  -0.408  -0.785   0.884   0.984  
  497069  -0.399  -0.791   0.887   0.925  
  497070  -0.412  -0.817   0.915   0.925  
  497071  -0.266  -0.675   0.726   0.789  
  497072  -0.452  -0.850   0.963   0.927  
  497073  -0.423  -0.823   0.926   0.898  
  497074  -0.403  -0.807   0.902   0.854  
  497075  -0.399  -0.807   0.900   0.832  
  497076  -0.399  -0.807   0.900   0.842  
  497077  -0.382  -0.796   0.883   0.796  
  497078  -0.507  -0.885   1.020   1.026  
  497079  -0.493  -0.882   1.010   1.001  
  497080  -0.479  -0.879   1.001   1.007  
  497081  -0.477  -0.862   0.985   1.069  
  497082  -0.472  -0.854   0.976   1.113  
  497083  -0.468  -0.859   0.978   1.114  
  497084  -0.472  -0.855   0.976   1.117  
  497085  -0.450  -0.859   0.969   1.121  
  497086  -0.437  -0.873   0.976   1.110  
  497087  -0.422  -0.882   0.978   1.081  
  497088  -0.411  -0.904   0.993   1.046  
  497089  -0.405  -0.905   0.992   1.010  
  497090  -0.398  -0.908   0.992   0.983  
  497091  -0.402  -0.909   0.994   0.961  
  497092  -0.398  -0.913   0.996   0.960  
  497093  -0.396  -0.924   1.005   0.959  
  497094  -0.384  -0.926   1.002   0.957  
  497095  -0.391  -0.935   1.013   0.960  
  497096  -0.393  -0.937   1.016   0.972  
  497097  -0.395  -0.929   1.009   0.988  
  497098  -0.396  -0.925   1.006   1.005  
  497099  -0.412  -0.926   1.014   1.017  
  497100  -0.410  -0.929   1.016   1.018  
  497101  -0.416  -0.929   1.018   1.009  
  497102  -0.405  -0.934   1.018   1.014  
  497103  -0.399  -0.929   1.011   1.013  
  497104  -0.378  -0.937   1.010   1.004  
  497105  -0.372  -0.947   1.017   1.007  
  497106  -0.363  -0.946   1.014   1.013  
  497107  -0.367  -0.937   1.007   1.015  
  497108  -0.367  -0.936   1.006   1.023  
  497109  -0.373  -0.941   1.012   1.032  
  497110  -0.366  -0.949   1.017   1.060  
  497111  -0.371  -0.947   1.017   1.073  
  497112  -0.374  -0.950   1.021   1.085  
  497113  -0.368  -0.957   1.025   1.083  
  497114  -0.372  -0.965   1.034   1.071  
  497115  -0.368  -0.974   1.041   1.059  
  497116  -0.368  -0.984   1.050   1.054  
  497117  -0.360  -0.981   1.045   1.029  
  497118  -0.362  -0.978   1.043   1.014  
  497119  -0.378  -0.960   1.032   1.064  
  497120  -0.368  -0.970   1.037   1.028  
  497121  -0.367  -0.975   1.042   1.029  
  497122  -0.369  -0.971   1.039   1.049  
  497123  -0.367  -0.972   1.039   1.042  
  497124  -0.365  -0.981   1.046   1.046  
  497125  -0.366  -0.981   1.047   1.054  
  497126  -0.370  -0.972   1.040   1.074  
  497127  -0.368  -0.969   1.037   1.090  
  497128  -0.375  -0.969   1.039   1.079  
  497129  -0.376  -0.977   1.047   1.091  
  497130  -0.379  -0.983   1.054   1.068  
  497131  -0.374  -0.980   1.049   1.069  
  497132  -0.375  -0.983   1.052   1.051  
  497133  -0.370  -0.984   1.051   1.042  
  497134  -0.366  -0.992   1.058   1.030  
  497135  -0.372  -0.977   1.045   1.049  
  497136  -0.374  -0.976   1.046   1.063  
  497137  -0.367  -0.995   1.060   1.072  
  497138  -0.368  -1.005   1.070   1.069  
  497139  -0.349  -1.003   1.062   1.081  
  497140  -0.334  -0.999   1.054   1.101  
  497141  -0.324  -0.994   1.046   1.108  
  497142  -0.320  -0.985   1.035   1.110  
  497143  -0.309  -0.981   1.029   1.112  
  497144  -0.311  -0.974   1.023   1.103  
  497145  -0.321  -0.983   1.034   1.110  
  497146  -0.332  -0.984   1.038   1.098  
  497147  -0.346  -0.990   1.049   1.055  
  497148  -0.349  -0.988   1.048   1.057  
  497149  -0.342  -1.000   1.056   1.074  
  497150  -0.343  -1.000   1.057   1.092  
  497151  -0.354  -1.005   1.065   1.087  
  497152  -0.340  -1.004   1.060   1.116  
  497153  -0.328  -1.002   1.054   1.137  
  497154  -0.328  -1.001   1.053   1.122  
  497155  -0.336  -0.978   1.034   1.174  
  497156  -0.332  -0.986   1.041   1.170  
  497157  -0.339  -0.988   1.045   1.142  
  497158  -0.341  -0.987   1.044   1.146  
  497159  -0.349  -0.992   1.051   1.143  
  497160  -0.350  -0.988   1.048   1.131  
  497161  -0.342  -0.987   1.045   1.136  
  497162  -0.339  -0.991   1.047   1.151  
  497163  -0.338  -0.997   1.052   1.152  
  497164  -0.347  -1.000   1.058   1.160  
  497165  -0.340  -0.999   1.056   1.167  
  497166  -0.324  -0.991   1.043   1.180  
  497167  -0.325  -0.991   1.043   1.177  
  497168  -0.321  -0.993   1.043   1.204  
  497169  -0.324  -0.981   1.033   1.201  
  497170  -0.327  -0.977   1.031   1.227  
  497171  -0.327  -0.981   1.034   1.211  
  497172  -0.321  -0.990   1.041   1.241  
  497173  -0.324  -0.985   1.037   1.220  
  497174  -0.339  -0.994   1.050   1.207  
  497175  -0.351  -0.995   1.055   1.203  
  497176  -0.349  -0.990   1.050   1.189  
  497177  -0.343  -0.985   1.043   1.201  
  497178  -0.346  -0.991   1.050   1.194  
  497179  -0.347  -0.992   1.051   1.188  
  497180  -0.353  -0.988   1.049   1.168  
  497181  -0.352  -0.981   1.043   1.188  
  497182  -0.359  -0.986   1.049   1.184  
  497183  -0.349  -0.983   1.044   1.206  
  497184  -0.350  -0.975   1.036   1.187  
  497185  -0.348  -0.980   1.040   1.175  
  497186  -0.357  -0.993   1.055   1.190  
  497187  -0.358  -1.004   1.066   1.192  
  497188  -0.364  -1.017   1.080   1.232  
  497189  -0.362  -1.012   1.075   1.256  
  497190  -0.361  -1.005   1.068   1.250  
  497191  -0.365  -0.994   1.059   1.225  
  497192  -0.368  -0.985   1.051   1.230  
  497193  -0.375  -0.994   1.062   1.240  
  497194  -0.383  -0.990   1.061   1.244  
  497195  -0.385  -0.985   1.058   1.237  
  497196  -0.378  -0.978   1.049   1.226  
  497197  -0.367  -0.990   1.056   1.215  
  497198  -0.364  -0.999   1.064   1.209  
  497199  -0.356  -0.989   1.051   1.213  
  497200  -0.366  -0.998   1.063   1.219  
  497201  -0.367  -0.993   1.058   1.202  
  497202  -0.371  -1.000   1.066   1.178  
  497203  -0.379  -1.007   1.076   1.156  
  497204  -0.397  -1.021   1.095   1.140  
  497205  -0.401  -1.025   1.101   1.123  
  497206  -0.412  -1.050   1.128   1.136  
  497207  -0.409  -1.051   1.128   1.166  
  497208  -0.399  -1.047   1.121   1.177  
  497209  -0.400  -1.034   1.109   1.191  
  497210  -0.394  -1.032   1.105   1.183  
  497211  -0.394  -1.031   1.104   1.172  
  497212  -0.387  -1.028   1.099   1.153  
  497213  -0.395  -1.040   1.113   1.135  
  497214  -0.399  -1.046   1.120   1.168  
  497215  -0.410  -1.036   1.114   1.172  
  497216  -0.394  -1.041   1.113   1.182  
  497217  -0.381  -1.049   1.116   1.164  
  497218  -0.384  -1.041   1.110   1.174  
  497219  -0.379  -1.042   1.109   1.180  
  497220  -0.379  -1.040   1.107   1.198  
  497221  -0.374  -1.043   1.108   1.192  
  497222  -0.383  -1.041   1.109   1.150  
  497223  -0.372  -1.033   1.098   1.153  
  497224  -0.398  -1.032   1.106   1.158  
  497225  -0.402  -1.020   1.096   1.146  
  497226  -0.412  -1.016   1.096   1.146  
  497227  -0.421  -1.019   1.102   1.140  
  497228  -0.422  -1.006   1.091   1.162  
  497229  -0.416  -0.990   1.074   1.155  
  497230  -0.417  -0.991   1.076   1.174  
  497231  -0.430  -1.004   1.092   1.159  
  497232  -0.442  -1.011   1.103   1.163  
  497233  -0.430  -1.011   1.098   1.179  
  497234  -0.433  -1.025   1.112   1.152  
  497235  -0.433  -1.029   1.116   1.133  
  497236  -0.432  -1.032   1.119   1.121  
  497237  -0.442  -1.029   1.119   1.144  
  497238  -0.445  -1.023   1.116   1.134  
  497239  -0.429  -1.017   1.104   1.152  
  497240  -0.435  -1.006   1.096   1.159  
  497241  -0.432  -1.004   1.093   1.170  
  497242  -0.441  -1.004   1.096   1.180  
  497243  -0.445  -1.022   1.115   1.172  
  497244  -0.443  -1.029   1.121   1.177  
  497245  -0.434  -1.017   1.106   1.210  
  497246  -0.436  -1.014   1.104   1.172  
  497247  -0.430  -1.004   1.092   1.174  
  497248  -0.428  -0.997   1.085   1.125  
  497249  -0.443  -0.982   1.077   1.092  
  497250  -0.440  -0.969   1.064   1.084  
  497251  -0.429  -0.963   1.054   1.091  
  497252  -0.424  -0.974   1.062   1.092  
  497253  -0.420  -0.978   1.064   1.091  
  497254  -0.408  -0.984   1.065   1.107  
  497255  -0.410  -0.994   1.075   1.085  
  497256  -0.438  -1.014   1.104   1.081  
  497257  -0.443  -1.009   1.102   1.053  
  497258  -0.446  -1.003   1.097   1.057  
  497259  -0.445  -1.014   1.108   1.080  
  497260  -0.435  -1.009   1.099   1.081  
  497261  -0.418  -0.997   1.081   1.117  
  497262  -0.429  -0.989   1.078   1.119  
  497263  -0.417  -0.980   1.065   1.180  
  497264  -0.405  -0.967   1.049   1.186  
  497265  -0.405  -0.959   1.041   1.159  
  497266  -0.414  -0.959   1.044   1.167  
  497267  -0.423  -0.959   1.049   1.154  
  497268  -0.424  -0.959   1.049   1.164  
  497269  -0.400  -0.967   1.046   1.173  
  497270  -0.395  -0.960   1.038   1.105  
  497271  -0.387  -0.949   1.025   1.098  
  497272  -0.390  -0.937   1.015   1.077  
  497273  -0.404  -0.948   1.030   1.060  
  497274  -0.401  -0.946   1.028   1.059  
  497275  -0.412  -0.952   1.037   1.072  
  497276  -0.423  -0.965   1.054   1.109  
  497277  -0.417  -0.969   1.055   1.123  
  497278  -0.412  -0.968   1.052   1.111  
  497279  -0.403  -0.976   1.056   1.110  
  497280  -0.409  -0.995   1.075   1.120  
  497281  -0.410  -0.993   1.074   1.155  
  497282  -0.429  -1.007   1.095   1.124  
  497283  -0.428  -1.002   1.090   1.100  
  497284  -0.420  -1.003   1.087   1.090  
  497285  -0.410  -0.997   1.078   1.073  
  497286  -0.399  -0.995   1.072   1.093  
  497287  -0.389  -0.997   1.071   1.115  
  497288  -0.382  -0.994   1.065   1.135  
  497289  -0.361  -1.002   1.065   1.145  
  497290  -0.352  -1.001   1.061   1.143  
  497291  -0.370  -0.998   1.064   1.134  
  497292  -0.377  -1.002   1.071   1.126  
  497293  -0.364  -1.003   1.067   1.148  
  497294  -0.370  -1.005   1.070   1.136  
  497295  -0.363  -0.999   1.063   1.146  
  497296  -0.368  -1.002   1.067   1.157  
  497297  -0.370  -0.994   1.061   1.140  
  497298  -0.363  -1.002   1.066   1.151  
  497299  -0.356  -1.003   1.065   1.165  
  497300  -0.351  -0.998   1.058   1.169  
  497301  -0.362  -1.006   1.069   1.146  
  497302  -0.363  -1.020   1.082   1.152  
  497303  -0.354  -1.020   1.079   1.163  
  497304  -0.339  -1.022   1.077   1.190  
  497305  -0.344  -1.020   1.077   1.178  
  497306  -0.346  -1.009   1.067   1.173  
  497307  -0.347  -1.005   1.063   1.168  
  497308  -0.337  -0.987   1.043   1.158  
  497309  -0.331  -0.991   1.045   1.188  
  497310  -0.318  -0.983   1.034   1.195  
  497311  -0.328  -0.993   1.046   1.205  
  497312  -0.335  -0.999   1.054   1.205  
  497313  -0.338  -1.006   1.061   1.210  
  497314  -0.336  -1.007   1.061   1.207  
  497315  -0.361  -1.021   1.083   1.171  
  497316  -0.363  -1.030   1.092   1.181  
  497317  -0.358  -1.027   1.088   1.176  
  497318  -0.351  -1.030   1.089   1.178  
  497319  -0.355  -1.034   1.094   1.176  
  497320  -0.361  -1.027   1.088   1.168  
  497321  -0.367  -1.011   1.075   1.170  
  497322  -0.375  -1.006   1.073   1.175  
  497323  -0.371  -1.006   1.072   1.160  
  497324  -0.373  -1.004   1.071   1.160  
  497325  -0.387  -1.012   1.084   1.163  
  497326  -0.385  -1.007   1.078   1.172  
  497327  -0.360  -0.993   1.056   1.183  
  497328  -0.349  -0.992   1.051   1.180  
  497329  -0.345  -0.994   1.052   1.180  
  497330  -0.350  -1.003   1.063   1.199  
  497331  -0.365  -1.000   1.065   1.193  
  497332  -0.370  -1.004   1.070   1.212  
  497333  -0.369  -1.008   1.073   1.208  
  497334  -0.373  -1.004   1.071   1.204  
  497335  -0.377  -1.005   1.073   1.215  
  497336  -0.383  -1.002   1.073   1.202  
  497337  -0.392  -1.002   1.076   1.196  
  497338  -0.401  -1.003   1.080   1.179  
  497339  -0.399  -1.004   1.081   1.179  
  497340  -0.404  -1.008   1.086   1.166  
  497341  -0.415  -1.011   1.093   1.143  
  497342  -0.413  -1.015   1.096   1.144  
  497343  -0.415  -1.012   1.094   1.157  
  497344  -0.407  -1.020   1.099   1.166  
  497345  -0.407  -1.019   1.097   1.156  
  497346  -0.408  -1.016   1.095   1.169  
  497347  -0.406  -1.013   1.091   1.173  
  497348  -0.410  -1.002   1.083   1.168  
  497349  -0.412  -1.007   1.088   1.160  
  497350  -0.426  -1.007   1.093   1.160  
  497351  -0.427  -0.999   1.087   1.174  
  497352  -0.424  -0.999   1.085   1.183  
  497353  -0.421  -1.004   1.089   1.194  
  497354  -0.416  -0.992   1.075   1.191  
  497355  -0.411  -0.985   1.068   1.184  
  497356  -0.388  -0.968   1.043   1.181  
  497357  -0.384  -0.962   1.036   1.178  
  497358  -0.388  -0.968   1.043   1.166  
  497359  -0.381  -0.973   1.045   1.156  
  497360  -0.378  -0.976   1.047   1.154  
  497361  -0.364  -0.985   1.050   1.169  
  497362  -0.363  -0.996   1.060   1.188  
  497363  -0.359  -0.994   1.057   1.194  
  497364  -0.361  -0.998   1.061   1.178  
  497365  -0.386  -1.008   1.080   1.152  
  497366  -0.388  -1.007   1.080   1.157  
  497367  -0.382  -1.006   1.076   1.158  
  497368  -0.384  -1.000   1.071   1.179  
  497369  -0.384  -1.008   1.078   1.179  
  497370  -0.372  -1.016   1.082   1.184  
  497371  -0.368  -1.019   1.083   1.183  
  497372  -0.372  -1.021   1.087   1.170  
  497373  -0.371  -1.023   1.088   1.185  
  497374  -0.368  -1.014   1.078   1.195  
  497375  -0.365  -1.015   1.079   1.214  
  497376  -0.369  -1.009   1.074   1.214  
  497377  -0.374  -1.007   1.074   1.218  
  497378  -0.380  -1.010   1.079   1.219  
  497379  -0.380  -1.013   1.082   1.228  
  497380  -0.375  -1.012   1.080   1.223  
  497381  -0.374  -1.005   1.072   1.215  
  497382  -0.374  -1.003   1.070   1.217  
  497383  -0.375  -1.012   1.079   1.214  
  497384  -0.376  -1.009   1.076   1.216  
  497385  -0.369  -1.011   1.076   1.213  
  497386  -0.373  -1.012   1.079   1.221  
  497387  -0.378  -1.008   1.076   1.209  
  497388  -0.370  -1.013   1.078   1.226  
  497389  -0.370  -1.018   1.083   1.234  
  497390  -0.369  -1.021   1.086   1.253  
  497391  -0.363  -1.022   1.084   1.262  
  497392  -0.373  -1.027   1.093   1.259  
  497393  -0.381  -1.023   1.092   1.255  
  497394  -0.390  -1.028   1.100   1.241  
  497395  -0.390  -1.034   1.105   1.253  
  497396  -0.389  -1.035   1.106   1.267  
  497397  -0.383  -1.033   1.102   1.285  
  497398  -0.382  -1.033   1.101   1.288  
  497399  -0.377  -1.034   1.100   1.299  
  497400  -0.386  -1.029   1.099   1.292  
  497401  -0.381  -1.019   1.088   1.296  
  497402  -0.378  -1.015   1.083   1.296  
  497403  -0.381  -1.015   1.084   1.293  
  497404  -0.380  -1.012   1.081   1.282  
  497405  -0.385  -1.012   1.083   1.274  
  497406  -0.386  -1.015   1.086   1.269  
  497407  -0.394  -1.011   1.085   1.274  
  497408  -0.389  -1.009   1.081   1.283  
  497409  -0.393  -1.012   1.085   1.288  
  497410  -0.399  -1.016   1.091   1.272  
  497411  -0.397  -1.017   1.092   1.282  
  497412  -0.401  -1.013   1.089   1.267  
  497413  -0.403  -1.009   1.087   1.254  
  497414  -0.402  -1.007   1.084   1.254  
  497415  -0.402  -1.010   1.087   1.266  
  497416  -0.398  -1.005   1.081   1.269  
  497417  -0.397  -1.010   1.085   1.276  
  497418  -0.393  -1.007   1.081   1.274  
  497419  -0.397  -1.011   1.086   1.263  
  497420  -0.393  -1.012   1.086   1.266  
  497421  -0.388  -1.011   1.083   1.271  
  497422  -0.390  -1.011   1.084   1.273  
  497423  -0.386  -1.009   1.080   1.283  
  497424  -0.386  -1.008   1.079   1.280  
  497425  -0.391  -1.008   1.081   1.280  
  497426  -0.393  -1.008   1.082   1.282  
  497427  -0.396  -1.002   1.078   1.280  
  497428  -0.399  -1.004   1.081   1.285  
  497429  -0.400  -1.006   1.082   1.299  
  497430  -0.393  -1.009   1.083   1.306  
  497431  -0.388  -1.011   1.083   1.316  
  497432  -0.382  -1.014   1.084   1.311  
  497433  -0.374  -1.010   1.077   1.300  
  497434  -0.374  -1.001   1.068   1.288  
  497435  -0.376  -0.992   1.060   1.278  
  497436  -0.377  -0.983   1.053   1.274  
  497437  -0.382  -0.978   1.050   1.280  
  497438  -0.376  -0.979   1.049   1.290  
  497439  -0.375  -0.983   1.053   1.302  
  497440  -0.379  -0.988   1.058   1.308  
  497441  -0.376  -0.987   1.056   1.312  
  497442  -0.377  -0.990   1.059   1.315  
  497443  -0.379  -0.993   1.063   1.308  
  497444  -0.383  -0.995   1.066   1.299  
  497445  -0.377  -0.990   1.060   1.301  
  497446  -0.379  -0.992   1.062   1.293  
  497447  -0.383  -0.995   1.067   1.293  
  497448  -0.386  -0.990   1.063   1.281  
  497449  -0.388  -0.991   1.064   1.284  
  497450  -0.384  -0.988   1.060   1.291  
  497451  -0.379  -0.987   1.057   1.291  
  497452  -0.380  -0.988   1.059   1.295  
  497453  -0.384  -0.988   1.060   1.303  
  497454  -0.387  -0.985   1.058   1.306  
  497455  -0.384  -0.986   1.058   1.305  
  497456  -0.379  -0.986   1.057   1.317  
  497457  -0.381  -0.990   1.061   1.322  
  497458  -0.377  -0.991   1.061   1.321  
  497459  -0.383  -0.992   1.063   1.307  
  497460  -0.386  -0.994   1.066   1.299  
  497461  -0.387  -0.995   1.068   1.299  
  497462  -0.387  -0.995   1.067   1.304  
  497463  -0.386  -0.995   1.068   1.305  
  497464  -0.388  -0.995   1.068   1.313  
  497465  -0.387  -0.995   1.068   1.320  
  497466  -0.387  -0.998   1.071   1.324  
  497467  -0.387  -1.003   1.075   1.326  
  497468  -0.382  -1.004   1.074   1.335  
  497469  -0.386  -1.003   1.075   1.333  
  497470  -0.386  -0.999   1.071   1.331  
  497471  -0.385  -1.003   1.075   1.327  
  497472  -0.390  -1.002   1.075   1.328  
  497473  -0.393  -0.999   1.073   1.327  
  497474  -0.397  -1.003   1.079   1.319  
  497475  -0.397  -1.005   1.080   1.321  
  497476  -0.395  -1.005   1.080   1.320  
  497477  -0.392  -1.008   1.081   1.326  
  497478  -0.396  -1.010   1.084   1.320  
  497479  -0.399  -1.013   1.088   1.320  
  497480  -0.397  -1.013   1.088   1.315  
  497481  -0.396  -1.015   1.090   1.313  
  497482  -0.402  -1.014   1.091   1.314  
  497483  -0.402  -1.017   1.093   1.306  
  497484  -0.400  -1.017   1.093   1.314  
  497485  -0.397  -1.018   1.093   1.319  
  497486  -0.399  -1.015   1.091   1.320  
  497487  -0.397  -1.011   1.086   1.322  
  497488  -0.400  -1.013   1.089   1.327  
  497489  -0.401  -1.015   1.091   1.332  
  497490  -0.405  -1.018   1.095   1.320  
  497491  -0.406  -1.021   1.099   1.328  
  497492  -0.407  -1.022   1.100   1.329  
  497493  -0.404  -1.023   1.100   1.327  
  497494  -0.400  -1.020   1.096   1.327  
  497495  -0.400  -1.020   1.096   1.311  
  497496  -0.401  -1.019   1.095   1.319  
  497497  -0.399  -1.019   1.095   1.325  
  497498  -0.401  -1.020   1.096   1.323  
  497499  -0.400  -1.018   1.094   1.325  
  497500  -0.402  -1.024   1.101   1.328  
  497501  -0.406  -1.025   1.103   1.336  
  497502  -0.405  -1.023   1.100   1.328  
  497503  -0.407  -1.023   1.101   1.329  
  497504  -0.406  -1.020   1.098   1.336  
  497505  -0.410  -1.022   1.101   1.332  
  497506  -0.409  -1.020   1.099   1.327  
  497507  -0.407  -1.021   1.100   1.331  
  497508  -0.399  -1.021   1.096   1.335  
  497509  -0.395  -1.021   1.094   1.337  
  497510  -0.393  -1.023   1.096   1.334  
  497511  -0.393  -1.022   1.095   1.327  
  497512  -0.393  -1.013   1.087   1.321  
  497513  -0.393  -1.006   1.080   1.315  
  497514  -0.396  -1.006   1.081   1.309  
  497515  -0.397  -1.006   1.081   1.315  
  497516  -0.400  -1.012   1.088   1.317  
  497517  -0.402  -1.016   1.092   1.320  
  497518  -0.396  -1.017   1.091   1.329  
  497519  -0.393  -1.016   1.090   1.336  
  497520  -0.393  -1.013   1.087   1.331  
  497521  -0.393  -1.007   1.082   1.329  
  497522  -0.395  -1.007   1.081   1.335  
  497523  -0.394  -1.006   1.081   1.328  
  497524  -0.397  -1.008   1.083   1.326  
  497525  -0.399  -1.012   1.088   1.323  
  497526  -0.400  -1.004   1.081   1.321  
  497527  -0.399  -1.001   1.077   1.324  
  497528  -0.400  -1.000   1.077   1.331  
  497529  -0.399  -0.996   1.073   1.325  
  497530  -0.401  -0.996   1.073   1.324  
  497531  -0.400  -0.993   1.071   1.321  
  497532  -0.422  -1.006   1.091   1.269  
  497533  -0.407  -1.000   1.079   1.289  
  497534  -0.399  -0.999   1.076   1.297  
  497535  -0.394  -0.992   1.067   1.309  
  497536  -0.386  -0.993   1.065   1.322  
  497537  -0.382  -0.991   1.062   1.335  
  497538  -0.367  -0.981   1.048   1.368  
  497539  -0.398  -0.991   1.068   1.333  
  497540  -0.396  -0.988   1.065   1.332  
  497541  -0.397  -0.990   1.066   1.328  
  497542  -0.397  -0.988   1.065   1.328  
  497543  -0.395  -0.990   1.066   1.329  
  497544  -0.397  -0.988   1.065   1.334  
  497545  -0.400  -0.986   1.064   1.332  
  497546  -0.400  -0.984   1.062   1.329  
  497547  -0.401  -0.986   1.065   1.329  
  497548  -0.402  -0.989   1.068   1.330  
