  Epoch    Dlat    DLon    DHoriz  Dheight 
  496828  -0.581   1.325   1.447  10.438  
  496829  -0.648   1.402   1.545  10.172  
  496830  -0.633   1.427   1.561  10.120  
  496831  -0.860   1.504   1.733  10.101  
  496832  -0.834   1.303   1.547   9.969  
  496833  -0.852   1.245   1.509   9.740  
  496834  -0.985   1.397   1.709  10.503  
  496835  -0.993   1.463   1.769  10.500  
  496836  -0.850   1.284   1.540  10.105  
  496837  -0.662   1.249   1.414  10.415  
  496838  -0.425   1.223   1.295  10.226  
  496839  -0.587   1.314   1.439  10.743  
  496840  -0.614   1.274   1.414  10.599  
  496841  -0.577   1.283   1.407  10.695  
  496842  -0.476   1.304   1.388  11.171  
  496843  -0.584   1.310   1.435  11.797  
  496844  -0.470   1.454   1.528  12.068  
  496845  -0.448   1.502   1.567  12.509  
  496846  -0.613   1.616   1.728  12.683  
  496847  -0.653   1.527   1.660  12.638  
  496848  -0.605   1.559   1.672  12.513  
  496849  -0.607   1.587   1.699  12.618  
  496850  -0.748   1.809   1.958  12.909  
  496851  -0.791   2.022   2.171  13.000  
  496852  -0.388   1.734   1.776  12.040  
  496853  -0.424   1.821   1.870  12.280  
  496854  -0.396   1.778   1.822  12.340  
  496855  -0.405   1.637   1.686  12.139  
  496856  -0.344   1.653   1.688  12.198  
  496857  -0.166   1.153   1.164  10.994  
  496858  -0.089   1.110   1.114  10.816  
  496859   0.051   1.083   1.084  11.016  
  496860   0.085   1.172   1.175  10.977  
  496861   0.059   1.274   1.276  11.152  
  496862   0.055   1.218   1.219  11.144  
  496863   0.272   1.218   1.248  11.290  
  496864   0.282   1.190   1.223  11.370  
  496865   0.327   1.174   1.219  11.443  
  496866   0.415   1.207   1.277  11.429  
  496867   0.267   1.140   1.171  11.489  
  496868   0.124   1.168   1.174  11.315  
  496869  -0.037   1.181   1.182  11.387  
  496870  -0.083   1.129   1.132  11.161  
  496871  -0.183   1.090   1.106  11.065  
  496872  -0.101   1.161   1.165  11.106  
  496873  -0.076   1.183   1.185  11.194  
  496874  -0.288   1.162   1.197  11.162  
  496875  -0.227   1.353   1.371  11.186  
  496876  -0.185   1.271   1.285  11.279  
  496877  -0.189   1.272   1.286  11.171  
  496878  -0.255   1.326   1.350  10.988  
  496879  -0.300   1.242   1.277  10.798  
  496880  -0.272   1.282   1.311  10.922  
  496881  -0.290   1.174   1.209  10.662  
  496882  -0.504   1.388   1.476  11.251  
  496883  -0.482   1.461   1.539  11.557  
  496884  -0.461   1.522   1.590  11.453  
  496885  -0.422   1.353   1.417  11.063  
  496886  -0.503   1.529   1.609  11.274  
  496887  -0.641   1.722   1.838  11.735  
  496888  -0.597   1.870   1.963  12.066  
  496889  -0.511   1.697   1.772  11.878  
  496890  -0.300   1.663   1.690  11.847  
  496891  -0.386   1.643   1.688  11.880  
  496892  -0.305   1.675   1.703  11.584  
  496893  -0.173   1.701   1.709  11.678  
  496894  -0.200   1.731   1.743  11.760  
  496895  -0.362   1.749   1.786  11.746  
  496896  -0.552   1.746   1.831  11.701  
  496897  -0.508   1.971   2.035  12.064  
  496898  -0.501   2.022   2.083  11.751  
  496899  -0.391   1.981   2.019  11.645  
  496900  -0.559   2.061   2.136  11.919  
  496901  -0.564   1.957   2.037  11.683  
  496902  -0.650   1.902   2.010  11.386  
  496903  -0.572   1.711   1.804  11.459  
  496904  -0.580   1.662   1.760  11.364  
  496905  -0.535   1.616   1.703  10.858  
  496906  -0.312   1.619   1.649  10.614  
  496907  -0.222   1.607   1.623  10.473  
  496908  -0.151   1.515   1.523  10.371  
  496909  -0.101   1.411   1.415  10.623  
  496910  -0.122   1.301   1.307  10.708  
  496911  -0.216   1.305   1.323  10.639  
  496912  -0.287   1.312   1.343  10.665  
  496913  -0.386   1.317   1.372  10.716  
  496914  -0.551   1.358   1.465  10.734  
  496915  -0.543   1.393   1.495  10.650  
  496916  -0.601   1.558   1.670  10.976  
  496917  -0.611   1.674   1.782  11.294  
  496918  -0.573   1.840   1.927  11.686  
  496919  -0.607   1.945   2.038  11.876  
  496920  -0.682   1.906   2.024  11.929  
  496921  -0.612   1.917   2.012  11.910  
  496922  -0.580   1.827   1.917  11.622  
  496923  -0.443   1.754   1.809  11.893  
  496924  -0.373   1.521   1.566  11.456  
  496925  -0.603   1.363   1.491  11.370  
  496926  -0.605   1.449   1.570  11.282  
  496927  -0.555   1.269   1.385  11.007  
  496928  -0.578   1.273   1.398  11.234  
  496929  -0.726   1.437   1.610  11.535  
  496930  -0.533   1.577   1.665  11.883  
  496931  -0.530   1.599   1.685  11.823  
  496932  -0.716   1.511   1.672  11.641  
  496933  -0.706   1.582   1.733  11.756  
  496934  -0.474   1.516   1.589  11.670  
  496935  -0.453   1.307   1.383  11.259  
  496936  -0.295   1.211   1.246  10.877  
  496937  -0.123   1.186   1.192  10.623  
  496938  -0.040   1.307   1.308  11.075  
  496939  -0.127   1.354   1.360  11.256  
  496940  -0.206   1.430   1.445  11.152  
  496941  -0.136   1.365   1.372  10.956  
  496942  -0.241   1.357   1.379  11.036  
  496943  -0.271   1.365   1.392  11.078  
  496944  -0.339   1.268   1.313  11.071  
  496945  -0.312   1.215   1.255  10.760  
  496946  -0.218   1.114   1.135  10.800  
  496947  -0.252   1.107   1.136  11.021  
  496948  -0.337   1.272   1.316  11.543  
  496949  -0.229   1.198   1.219  11.585  
  496950  -0.135   1.192   1.199  11.309  
  496951  -0.281   1.137   1.171  10.978  
  496952  -0.180   1.320   1.333  11.065  
  496953  -0.076   1.606   1.608  11.556  
  496954  -0.142   1.355   1.362  10.876  
  496955  -0.262   1.464   1.488  11.188  
  496956  -0.340   1.220   1.266  10.928  
  496957  -0.236   1.057   1.083  10.619  
  496958  -0.081   1.182   1.185  10.556  
  496959  -0.174   1.434   1.444  11.537  
  496960  -0.108   1.452   1.456  11.501  
  496961  -0.081   0.939   0.943  10.393  
  496962  -0.017   0.767   0.767  10.167  
  496963  -0.082   0.884   0.888  10.458  
  496964   0.153   0.900   0.913  10.593  
  496965   0.005   1.034   1.034  11.141  
  496966  -0.173   1.096   1.109  11.539  
  496967   0.014   0.920   0.920  11.027  
  496968  -0.073   1.402   1.404  11.829  
  496969  -0.129   1.290   1.297  11.987  
  496970  -0.206   1.247   1.264  11.577  
  496971  -0.303   1.123   1.163  11.563  
  496972  -0.333   1.151   1.198  11.468  
  496973  -0.347   1.356   1.400  11.766  
  496974  -0.317   1.406   1.441  11.727  
  496975  -0.160   1.416   1.425  11.434  
  496976  -0.193   1.493   1.505  11.281  
  496977  -0.239   1.584   1.602  11.378  
  496978  -0.357   1.541   1.581  11.378  
  496979  -0.570   1.260   1.383  11.177  
  496980  -0.583   1.294   1.419  11.271  
  496981  -0.784   1.174   1.411  11.352  
  496982  -0.889   1.312   1.585  12.007  
  496983  -0.679   1.402   1.557  12.113  
  496984  -0.469   1.285   1.368  11.755  
  496985  -0.327   1.356   1.395  11.583  
  496986  -0.002   1.189   1.189  11.275  
  496987  -0.010   1.137   1.137  10.797  
  496988   0.440   1.071   1.158  10.000  
  496989   0.306   1.336   1.371  10.360  
  496990   0.007   1.447   1.447  10.942  
  496991  -0.006   1.448   1.448  10.900  
  496992  -0.178   1.381   1.392  10.800  
  496993  -0.218   1.334   1.352  11.027  
  496994  -0.243   1.294   1.317  10.815  
  496995  -0.144   1.220   1.228  10.796  
  496996  -0.033   1.024   1.025  10.591  
  496997  -0.251   1.115   1.143  11.098  
  496998  -1.523   2.269   2.733  14.504  
  496999  -1.379   1.887   2.337  13.615  
  497000  -0.225   0.793   0.824  10.370  
  497001  -0.478   1.079   1.180  11.078  
  497002  -0.269   0.995   1.031  10.801  
  497003  -0.316   1.097   1.141  11.319  
  497004  -0.374   1.343   1.394  11.560  
  497005  -0.161   1.357   1.366  11.765  
  497006  -0.058   1.193   1.194  11.459  
  497007   0.029   1.224   1.224  11.439  
  497008  -0.012   1.246   1.246  11.505  
  497009  -0.053   1.160   1.161  11.114  
  497010  -0.235   1.084   1.109  10.896  
  497011  -0.316   1.173   1.215  11.054  
  497012  -0.292   1.313   1.345  11.250  
  497013  -0.708   1.347   1.522  11.586  
  497014  -0.688   1.388   1.549  11.823  
  497015  -0.671   1.506   1.649  12.006  
  497016  -0.723   1.492   1.658  12.063  
  497017  -0.487   1.518   1.594  12.145  
  497018  -0.415   1.485   1.542  12.380  
  497019  -0.554   1.379   1.486  12.425  
  497020  -0.512   1.343   1.437  12.449  
  497021  -0.369   1.472   1.518  12.124  
  497022  -0.344   1.579   1.616  12.057  
  497023  -0.216   1.677   1.690  12.046  
  497024  -0.293   1.674   1.700  12.006  
  497025  -0.312   1.507   1.539  11.628  
  497026  -0.169   1.351   1.361  11.127  
  497027  -0.111   1.309   1.314  10.841  
  497028   0.125   1.226   1.233  10.474  
  497029   0.094   1.244   1.248  10.371  
  497030   0.622   1.035   1.207  11.305  
  497031   0.407   1.001   1.080  11.705  
  497032   0.370   0.842   0.920  11.397  
  497033   0.077   0.960   0.963  11.438  
  497034  -0.000   0.961   0.961  11.322  
  497035  -0.213   0.781   0.810  10.805  
  497036  -0.637   0.945   1.140  11.040  
  497037  -0.751   0.990   1.242  11.278  
  497038  -0.904   1.015   1.359  11.393  
  497039  -0.815   1.018   1.304  11.180  
  497040  -0.604   0.935   1.113  10.732  
  497041  -0.497   0.897   1.025  10.516  
  497042  -0.515   0.949   1.080  10.664  
  497043  -0.297   0.988   1.032  10.805  
  497044  -0.283   1.013   1.052  10.562  
  497045  -0.240   1.041   1.069  10.580  
  497046  -0.285   1.275   1.307  10.534  
  497047  -0.377   1.295   1.349  10.807  
  497048  -0.564   1.316   1.431  11.243  
  497049  -0.767   1.398   1.594  11.367  
  497050  -0.890   1.587   1.820  11.719  
  497051  -0.887   1.516   1.757  11.835  
  497052  -0.826   1.502   1.714  11.486  
  497053  -1.081   1.696   2.011  11.869  
  497054  -0.841   1.812   1.998  11.741  
  497055  -0.721   1.803   1.942  11.832  
  497056  -0.706   1.612   1.760  11.403  
  497057  -0.445   1.379   1.450  11.120  
  497058  -0.196   1.123   1.140  10.450  
  497059  -0.781   1.796   1.958  12.318  
  497060  -0.508   1.673   1.749  11.896  
  497061  -0.366   1.661   1.701  11.979  
  497062  -0.772   1.619   1.794  12.330  
  497063  -0.625   1.666   1.779  12.167  
  497064  -0.274   1.633   1.656  11.384  
  497065  -0.362   2.249   2.278  11.549  
  497066  -0.195   1.849   1.859  12.488  
  497067  -0.391   1.425   1.478  12.307  
  497068  -0.098   1.791   1.794  12.214  
  497069   0.009   2.020   2.020  12.104  
  497070   0.322   2.003   2.029  11.195  
  497071   0.339   1.726   1.759  10.519  
  497072   0.283   1.526   1.552  10.417  
  497073   0.021   1.570   1.570  10.725  
  497074  -0.249   1.638   1.657  10.830  
  497075  -0.361   1.577   1.618  10.776  
  497076  -0.411   1.596   1.649  10.989  
  497077  -0.608   1.680   1.787  11.261  
  497078  -0.830   1.680   1.874  11.802  
  497079  -1.120   1.792   2.114  12.454  
  497080  -1.428   1.960   2.425  13.480  
  497081  -1.131   2.036   2.330  13.723  
  497082  -0.876   2.128   2.302  13.870  
  497083  -0.707   1.834   1.966  13.262  
  497084  -0.596   1.580   1.689  12.662  
  497085  -0.055   1.139   1.140  11.645  
  497086   0.064   0.979   0.981  11.434  
  497087   0.195   0.850   0.872  11.171  
  497088   0.216   0.670   0.704  11.029  
  497089   0.296   0.498   0.579  10.219  
  497090   0.259   0.382   0.461   9.959  
  497091   0.008   0.600   0.600  10.288  
  497092  -0.148   0.668   0.684  10.619  
  497093   0.081   0.179   0.197   9.567  
  497094   0.131   0.251   0.283   9.747  
  497095  -0.049   0.223   0.228   9.972  
  497096  -0.291   0.467   0.551  10.725  
  497097  -0.400   0.668   0.779  11.046  
  497098  -0.474   0.736   0.875  11.410  
  497099  -0.651   0.824   1.050  11.809  
  497100  -0.567   0.802   0.982  11.643  
  497101  -0.865   0.947   1.283  12.046  
  497102  -0.924   1.184   1.502  12.599  
  497103  -0.317   0.875   0.930  11.244  
  497104  -0.125   0.778   0.788  11.040  
  497105  -0.103   0.797   0.804  11.085  
  497106  -0.052   0.803   0.805  11.150  
  497107  -0.065   0.963   0.966  11.260  
  497108  -0.085   0.989   0.993  11.223  
  497109  -0.321   1.079   1.125  11.778  
  497110  -0.346   1.083   1.137  12.370  
  497111  -0.408   1.072   1.148  12.377  
  497112  -0.488   1.080   1.185  12.566  
  497113  -0.436   1.075   1.160  12.471  
  497114  -0.386   0.938   1.014  12.038  
  497115  -0.297   0.876   0.925  11.844  
  497116  -0.323   0.900   0.956  11.797  
  497117  -0.269   0.935   0.973  11.548  
  497118  -0.242   0.882   0.914  11.300  
  497119  -0.247   0.943   0.975  11.527  
  497120  -0.274   0.936   0.976  11.495  
  497121  -0.194   0.842   0.863  11.331  
  497122  -0.265   0.819   0.861  11.465  
  497123  -0.309   0.806   0.863  11.486  
  497124  -0.249   0.660   0.705  11.426  
  497125  -0.307   0.730   0.792  11.502  
  497126  -0.348   0.986   1.046  11.697  
  497127  -0.344   1.092   1.145  12.107  
  497128  -0.403   1.137   1.207  11.811  
  497129  -0.349   1.036   1.093  11.817  
  497130  -0.342   0.891   0.954  11.478  
  497131  -0.175   0.880   0.897  11.211  
  497132  -0.194   0.831   0.853  11.075  
  497133  -0.179   0.804   0.824  10.925  
  497134  -0.185   0.762   0.784  11.050  
  497135  -0.275   0.981   1.019  11.220  
  497136  -0.385   0.985   1.058  11.351  
  497137  -0.253   0.856   0.892  11.375  
  497138  -0.287   0.636   0.697  11.114  
  497139  -0.067   0.644   0.647  11.044  
  497140   0.036   0.628   0.629  11.147  
  497141   0.078   0.805   0.809  11.399  
  497142   0.099   0.760   0.767  11.270  
  497143   0.256   0.817   0.856  11.332  
  497144   0.133   1.064   1.073  11.681  
  497145  -0.042   1.125   1.126  12.181  
  497146  -0.167   1.091   1.104  12.019  
  497147  -0.252   1.051   1.080  11.510  
  497148  -0.255   1.058   1.089  11.417  
  497149  -0.285   0.875   0.921  11.428  
  497150  -0.282   0.802   0.850  11.563  
  497151  -0.362   0.709   0.796  11.332  
  497152  -0.211   0.634   0.668  11.351  
  497153  -0.037   0.620   0.621  11.340  
  497154  -0.018   0.812   0.812  11.468  
  497155   0.004   0.906   0.906  11.671  
  497156  -0.015   0.898   0.898  11.753  
  497157  -0.066   0.820   0.822  11.362  
  497158  -0.056   0.806   0.808  11.466  
  497159  -0.186   0.694   0.719  11.411  
  497160  -0.178   0.749   0.769  11.365  
  497161  -0.087   0.784   0.789  11.407  
  497162  -0.111   0.833   0.840  11.720  
  497163  -0.092   0.803   0.808  11.680  
  497164  -0.180   0.777   0.797  11.634  
  497165  -0.164   0.720   0.739  11.733  
  497166   0.033   0.867   0.868  11.710  
  497167   0.092   0.881   0.886  11.594  
  497168   0.011   0.874   0.874  11.921  
  497169  -0.038   1.005   1.006  12.064  
  497170  -0.163   1.073   1.085  12.314  
  497171  -0.116   0.945   0.952  11.897  
  497172  -0.121   0.872   0.881  12.155  
  497173  -0.110   1.010   1.016  11.886  
  497174  -0.227   0.949   0.976  11.776  
  497175  -0.303   0.877   0.928  11.703  
  497176  -0.261   0.920   0.957  11.414  
  497177  -0.191   0.940   0.959  11.454  
  497178  -0.236   0.852   0.884  11.377  
  497179  -0.174   0.916   0.932  11.336  
  497180  -0.191   0.988   1.007  11.236  
  497181  -0.253   1.063   1.092  11.478  
  497182  -0.304   1.031   1.075  11.431  
  497183  -0.191   1.038   1.055  11.597  
  497184  -0.145   1.116   1.126  11.406  
  497185  -0.058   1.067   1.069  11.216  
  497186  -0.215   0.929   0.953  11.494  
  497187  -0.202   0.812   0.837  11.340  
  497188  -0.322   0.659   0.734  11.602  
  497189  -0.441   0.683   0.813  12.095  
  497190  -0.427   0.791   0.899  12.037  
  497191  -0.431   0.959   1.052  11.887  
  497192  -0.481   1.055   1.159  11.958  
  497193  -0.566   0.976   1.128  12.093  
  497194  -0.653   0.990   1.186  12.082  
  497195  -0.577   1.106   1.248  11.803  
  497196  -0.474   1.207   1.297  11.659  
  497197  -0.321   1.069   1.116  11.526  
  497198  -0.275   0.951   0.990  11.455  
  497199  -0.207   1.081   1.100  11.615  
  497200  -0.337   1.042   1.095  11.774  
  497201  -0.343   1.083   1.136  11.780  
  497202  -0.319   0.982   1.033  11.635  
  497203  -0.387   0.993   1.066  11.620  
  497204  -0.542   0.842   1.001  11.570  
  497205  -0.500   0.837   0.975  11.156  
  497206  -0.596   0.584   0.834  11.211  
  497207  -0.594   0.593   0.839  11.449  
  497208  -0.505   0.696   0.860  11.609  
  497209  -0.528   0.771   0.935  11.558  
  497210  -0.412   0.765   0.869  11.464  
  497211  -0.377   0.869   0.947  11.341  
  497212  -0.270   0.930   0.968  11.297  
  497213  -0.304   0.800   0.856  11.081  
  497214  -0.383   0.814   0.900  11.427  
  497215  -0.439   1.053   1.141  11.662  
  497216  -0.271   0.936   0.974  11.661  
  497217  -0.102   0.852   0.858  11.305  
  497218  -0.189   1.014   1.031  11.662  
  497219  -0.130   0.966   0.975  11.587  
  497220  -0.098   1.042   1.047  11.683  
  497221  -0.099   1.000   1.005  11.726  
  497222  -0.178   0.943   0.960  11.370  
  497223  -0.075   1.039   1.041  11.356  
  497224  -0.352   1.056   1.114  11.366  
  497225  -0.415   1.169   1.240  11.358  
  497226  -0.513   1.204   1.309  11.456  
  497227  -0.580   1.202   1.335  11.413  
  497228  -0.616   1.334   1.469  11.602  
  497229  -0.571   1.519   1.623  11.674  
  497230  -0.585   1.501   1.611  11.949  
  497231  -0.664   1.339   1.495  11.932  
  497232  -0.746   1.261   1.465  11.949  
  497233  -0.641   1.256   1.410  12.063  
  497234  -0.628   1.037   1.212  11.714  
  497235  -0.599   0.894   1.076  11.427  
  497236  -0.623   0.841   1.047  11.282  
  497237  -0.696   0.856   1.103  11.436  
  497238  -0.715   0.884   1.137  11.323  
  497239  -0.632   0.952   1.143  11.584  
  497240  -0.698   1.164   1.357  11.739  
  497241  -0.660   1.265   1.427  12.029  
  497242  -0.695   1.317   1.489  12.083  
  497243  -0.668   1.115   1.300  11.758  
  497244  -0.699   1.014   1.231  11.734  
  497245  -0.657   1.210   1.376  12.002  
  497246  -0.625   1.194   1.348  11.565  
  497247  -0.631   1.286   1.433  11.766  
  497248  -0.529   1.371   1.470  11.333  
  497249  -0.620   1.447   1.574  11.114  
  497250  -0.567   1.491   1.595  11.067  
  497251  -0.506   1.497   1.581  11.170  
  497252  -0.446   1.347   1.419  11.053  
  497253  -0.444   1.322   1.395  11.259  
  497254  -0.380   1.275   1.330  11.420  
  497255  -0.363   1.190   1.244  11.094  
  497256  -0.571   1.027   1.175  11.056  
  497257  -0.618   1.080   1.244  10.887  
  497258  -0.706   1.156   1.354  11.019  
  497259  -0.761   1.096   1.334  11.291  
  497260  -0.742   1.121   1.344  11.469  
  497261  -0.589   1.207   1.343  11.699  
  497262  -0.683   1.269   1.441  11.739  
  497263  -0.641   1.385   1.526  12.197  
  497264  -0.477   1.437   1.514  11.916  
  497265  -0.423   1.488   1.548  11.639  
  497266  -0.485   1.536   1.610  11.706  
  497267  -0.608   1.536   1.652  11.801  
  497268  -0.630   1.527   1.652  11.874  
  497269  -0.440   1.449   1.514  11.933  
  497270  -0.287   1.513   1.540  11.437  
  497271  -0.221   1.561   1.576  11.313  
  497272  -0.248   1.639   1.657  11.263  
  497273  -0.347   1.461   1.501  11.199  
  497274  -0.298   1.432   1.463  11.011  
  497275  -0.401   1.340   1.399  11.084  
  497276  -0.599   1.232   1.370  11.421  
  497277  -0.539   1.232   1.345  11.506  
  497278  -0.500   1.209   1.308  11.536  
  497279  -0.469   1.109   1.204  11.367  
  497280  -0.555   0.948   1.098  11.518  
  497281  -0.649   0.983   1.178  11.815  
  497282  -0.758   0.760   1.073  11.410  
  497283  -0.705   0.801   1.067  11.213  
  497284  -0.594   0.816   1.009  11.158  
  497285  -0.481   0.859   0.985  11.065  
  497286  -0.358   0.951   1.017  11.312  
  497287  -0.302   1.010   1.054  11.446  
  497288  -0.247   1.101   1.128  11.565  
  497289  -0.040   0.988   0.989  11.505  
  497290   0.071   0.976   0.979  11.503  
  497291  -0.111   1.035   1.041  11.497  
  497292  -0.243   0.953   0.983  11.472  
  497293  -0.155   0.882   0.896  11.671  
  497294  -0.211   0.917   0.941  11.634  
  497295  -0.152   0.954   0.966  11.572  
  497296  -0.198   0.960   0.980  11.768  
  497297  -0.142   1.062   1.071  11.516  
  497298  -0.113   1.000   1.006  11.645  
  497299   0.017   0.983   0.983  11.572  
  497300   0.073   1.023   1.026  11.548  
  497301  -0.011   0.887   0.887  11.342  
  497302  -0.021   0.705   0.705  11.407  
  497303   0.032   0.683   0.684  11.483  
  497304   0.153   0.558   0.579  11.548  
  497305   0.098   0.630   0.638  11.432  
  497306   0.082   0.813   0.817  11.528  
  497307   0.107   0.906   0.912  11.290  
  497308   0.280   1.117   1.152  11.182  
  497309   0.295   1.100   1.139  11.491  
  497310   0.397   1.189   1.253  11.582  
  497311   0.272   1.105   1.139  11.678  
  497312   0.208   1.076   1.096  11.620  
  497313   0.231   1.039   1.065  11.646  
  497314   0.194   1.009   1.028  11.704  
  497315  -0.016   0.856   0.856  11.450  
  497316   0.005   0.700   0.700  11.431  
  497317   0.068   0.665   0.668  11.221  
  497318   0.086   0.603   0.609  11.331  
  497319   0.017   0.514   0.514  11.335  
  497320  -0.046   0.565   0.566  11.117  
  497321  -0.132   0.781   0.792  11.162  
  497322  -0.271   0.881   0.922  11.355  
  497323  -0.213   0.900   0.925  11.262  
  497324  -0.274   0.881   0.922  11.494  
  497325  -0.418   0.856   0.952  11.652  
  497326  -0.433   0.997   1.087  11.711  
  497327  -0.113   1.184   1.190  11.783  
  497328   0.045   1.202   1.203  11.675  
  497329   0.024   1.154   1.154  11.682  
  497330  -0.129   1.000   1.008  11.980  
  497331  -0.296   1.084   1.124  11.978  
  497332  -0.400   1.019   1.095  12.311  
  497333  -0.368   0.971   1.038  12.221  
  497334  -0.447   1.018   1.112  12.231  
  497335  -0.403   1.042   1.117  12.109  
  497336  -0.385   1.079   1.145  11.983  
  497337  -0.435   1.185   1.262  11.868  
  497338  -0.472   1.162   1.254  11.528  
  497339  -0.437   1.146   1.226  11.486  
  497340  -0.431   1.064   1.148  11.270  
  497341  -0.535   1.029   1.160  11.199  
  497342  -0.448   1.042   1.134  11.235  
  497343  -0.469   1.098   1.194  11.519  
  497344  -0.454   0.985   1.085  11.533  
  497345  -0.385   0.992   1.064  11.350  
  497346  -0.463   1.036   1.135  11.498  
  497347  -0.443   1.001   1.095  11.443  
  497348  -0.484   1.037   1.145  11.312  
  497349  -0.481   0.913   1.032  11.159  
  497350  -0.642   0.900   1.106  11.215  
  497351  -0.667   0.998   1.201  11.284  
  497352  -0.700   1.056   1.266  11.565  
  497353  -0.751   0.967   1.224  11.580  
  497354  -0.671   1.119   1.304  11.587  
  497355  -0.584   1.262   1.391  11.613  
  497356  -0.277   1.468   1.494  11.545  
  497357  -0.163   1.557   1.566  11.451  
  497358  -0.137   1.536   1.543  11.317  
  497359  -0.005   1.500   1.500  11.085  
  497360   0.043   1.482   1.483  11.051  
  497361   0.213   1.385   1.401  11.323  
  497362   0.220   1.194   1.214  11.278  
  497363   0.181   1.153   1.167  11.449  
  497364   0.178   1.045   1.060  11.402  
  497365  -0.101   0.929   0.935  10.962  
  497366  -0.172   0.914   0.930  11.055  
  497367  -0.087   0.894   0.899  10.881  
  497368  -0.197   1.061   1.079  11.249  
  497369  -0.185   0.914   0.932  11.218  
  497370  -0.002   0.772   0.772  11.115  
  497371   0.048   0.697   0.699  11.202  
  497372   0.079   0.727   0.732  10.865  
  497373   0.082   0.722   0.727  10.965  
  497374   0.045   0.894   0.895  11.101  
  497375   0.084   0.963   0.966  11.384  
  497376   0.030   1.078   1.079  11.526  
  497377  -0.026   1.148   1.149  11.392  
  497378  -0.117   1.063   1.070  11.493  
  497379  -0.152   1.043   1.054  11.604  
  497380  -0.001   0.990   0.990  11.378  
  497381  -0.001   1.056   1.056  11.220  
  497382  -0.088   1.087   1.090  11.507  
  497383  -0.129   0.888   0.897  11.477  
  497384  -0.180   0.893   0.911  11.601  
  497385  -0.002   0.893   0.893  11.620  
  497386  -0.074   0.845   0.848  11.590  
  497387  -0.048   1.015   1.016  11.127  
  497388   0.107   0.977   0.983  11.321  
  497389   0.082   0.868   0.872  11.304  
  497390   0.098   0.867   0.873  11.550  
  497391   0.112   0.928   0.935  11.735  
  497392   0.027   0.839   0.839  11.779  
  497393  -0.071   0.902   0.905  11.539  
  497394  -0.180   0.806   0.826  11.503  
  497395  -0.218   0.710   0.743  11.572  
  497396  -0.247   0.717   0.758  11.739  
  497397  -0.191   0.737   0.761  11.938  
  497398  -0.219   0.793   0.822  11.939  
  497399  -0.181   0.788   0.808  11.985  
  497400  -0.240   0.874   0.907  11.894  
  497401  -0.165   1.009   1.023  11.888  
  497402  -0.105   1.057   1.062  11.958  
  497403  -0.085   1.078   1.082  11.901  
  497404  -0.077   1.086   1.089  11.712  
  497405  -0.105   1.029   1.034  11.383  
  497406  -0.114   0.896   0.904  11.344  
  497407  -0.254   0.977   1.009  11.561  
  497408  -0.265   1.083   1.115  11.909  
  497409  -0.452   1.052   1.145  12.273  
  497410  -0.568   0.886   1.053  11.964  
  497411  -0.458   0.937   1.043  11.910  
  497412  -0.434   0.974   1.066  11.618  
  497413  -0.341   1.147   1.196  11.341  
  497414  -0.328   1.197   1.241  11.341  
  497415  -0.328   1.075   1.124  11.373  
  497416  -0.331   1.073   1.123  11.363  
  497417  -0.237   0.935   0.965  11.197  
  497418  -0.290   0.951   0.995  11.341  
  497419  -0.374   0.928   1.000  11.410  
  497420  -0.295   0.874   0.923  11.423  
  497421  -0.239   0.874   0.906  11.525  
  497422  -0.214   0.899   0.924  11.506  
  497423  -0.194   0.996   1.015  11.788  
  497424  -0.238   1.000   1.028  11.671  
  497425  -0.349   1.026   1.084  11.661  
  497426  -0.411   1.046   1.124  11.695  
  497427  -0.518   1.161   1.271  11.794  
  497428  -0.610   1.114   1.270  11.918  
  497429  -0.608   0.979   1.153  12.022  
  497430  -0.546   0.908   1.060  12.036  
  497431  -0.491   0.803   0.942  12.070  
  497432  -0.358   0.714   0.799  11.888  
  497433  -0.124   0.836   0.845  11.630  
  497434  -0.026   0.946   0.946  11.337  
  497435   0.045   1.205   1.206  11.230  
  497436   0.029   1.361   1.361  11.075  
  497437  -0.061   1.428   1.430  11.292  
  497438   0.060   1.406   1.408  11.340  
  497439   0.073   1.408   1.410  11.714  
  497440  -0.057   1.323   1.325  11.884  
  497441  -0.071   1.347   1.349  11.874  
  497442  -0.064   1.249   1.250  11.916  
  497443  -0.145   1.189   1.198  11.960  
  497444  -0.211   1.073   1.094  11.924  
  497445  -0.048   1.124   1.125  12.002  
  497446  -0.073   1.118   1.120  11.713  
  497447  -0.255   1.082   1.112  11.735  
  497448  -0.343   1.223   1.270  11.506  
  497449  -0.265   1.260   1.287  11.313  
  497450  -0.223   1.299   1.318  11.210  
  497451  -0.205   1.102   1.121  11.214  
  497452  -0.223   1.117   1.139  11.209  
  497453  -0.321   1.137   1.181  11.513  
  497454  -0.353   1.209   1.260  11.621  
  497455  -0.276   1.167   1.199  11.709  
  497456  -0.223   1.218   1.239  11.928  
  497457  -0.372   1.140   1.199  11.966  
  497458  -0.296   1.036   1.077  11.687  
  497459  -0.361   0.964   1.030  11.427  
  497460  -0.346   0.894   0.959  11.163  
  497461  -0.319   0.885   0.941  11.130  
  497462  -0.275   0.972   1.011  11.261  
  497463  -0.330   0.973   1.027  11.563  
  497464  -0.304   0.962   1.009  11.432  
  497465  -0.188   0.839   0.859  11.533  
  497466  -0.289   0.816   0.865  11.686  
