  Epoch    Dlat    DLon    DHoriz  Dheight 
  497100   0.188  -0.487   0.522  -0.295  
  497101   0.186  -0.492   0.526  -0.311  
  497102   0.177  -0.489   0.520  -0.315  
  497103   0.192  -0.494   0.530  -0.309  
  497104   0.180  -0.489   0.521  -0.321  
  497105   0.182  -0.493   0.525  -0.291  
  497106   0.186  -0.489   0.524  -0.305  
  497107   0.188  -0.493   0.527  -0.288  
  497108   0.186  -0.489   0.523  -0.300  
  497109   0.186  -0.495   0.529  -0.308  
  497110   0.188  -0.491   0.526  -0.319  
  497111   0.190  -0.494   0.529  -0.334  
  497112   0.192  -0.495   0.531  -0.328  
  497113   0.188  -0.493   0.528  -0.314  
  497114   0.185  -0.492   0.525  -0.314  
  497115   0.186  -0.491   0.526  -0.310  
  497116   0.178  -0.489   0.520  -0.301  
  497117   0.183  -0.493   0.526  -0.310  
  497118   0.180  -0.492   0.524  -0.322  
  497119   0.168  -0.487   0.515  -0.298  
  497120   0.169  -0.486   0.514  -0.296  
  497121   0.177  -0.483   0.514  -0.297  
  497122   0.178  -0.479   0.511  -0.296  
  497123   0.175  -0.481   0.512  -0.305  
  497124   0.176  -0.482   0.513  -0.294  
  497125   0.177  -0.485   0.516  -0.300  
  497126   0.182  -0.483   0.517  -0.307  
  497127   0.182  -0.478   0.511  -0.304  
  497128   0.182  -0.482   0.516  -0.316  
  497129   0.188  -0.476   0.512  -0.303  
  497130   0.191  -0.476   0.513  -0.296  
  497131   0.186  -0.477   0.512  -0.300  
  497132   0.190  -0.478   0.514  -0.307  
  497133   0.189  -0.481   0.517  -0.310  
  497134   0.189  -0.477   0.513  -0.310  
  497135   0.183  -0.471   0.506  -0.278  
  497136   0.189  -0.476   0.512  -0.289  
  497137   0.189  -0.474   0.510  -0.277  
  497138   0.184  -0.472   0.507  -0.283  
  497139   0.181  -0.474   0.507  -0.281  
  497140   0.188  -0.478   0.514  -0.289  
  497141   0.187  -0.483   0.518  -0.316  
  497142   0.189  -0.479   0.515  -0.309  
  497143   0.192  -0.486   0.522  -0.319  
  497144   0.193  -0.486   0.523  -0.331  
  497145   0.190  -0.478   0.514  -0.315  
  497146   0.193  -0.488   0.525  -0.312  
  497147   0.197  -0.492   0.530  -0.319  
  497148   0.195  -0.490   0.527  -0.323  
  497149   0.190  -0.486   0.522  -0.322  
  497150   0.192  -0.482   0.519  -0.320  
  497151   0.194  -0.481   0.519  -0.303  
  497152   0.186  -0.477   0.512  -0.295  
  497153   0.188  -0.474   0.510  -0.294  
  497154   0.188  -0.472   0.508  -0.292  
  497155   0.184  -0.464   0.499  -0.270  
  497156   0.181  -0.462   0.497  -0.273  
  497157   0.183  -0.463   0.498  -0.278  
  497158   0.184  -0.464   0.499  -0.275  
  497159   0.181  -0.467   0.501  -0.281  
  497160   0.185  -0.471   0.506  -0.282  
  497161   0.182  -0.469   0.503  -0.272  
  497162   0.180  -0.470   0.504  -0.271  
  497163   0.178  -0.470   0.503  -0.270  
  497164   0.177  -0.466   0.499  -0.266  
  497165   0.182  -0.466   0.501  -0.265  
  497166   0.179  -0.462   0.495  -0.264  
  497167   0.180  -0.461   0.495  -0.257  
  497168   0.180  -0.466   0.500  -0.265  
  497169   0.176  -0.469   0.500  -0.264  
  497170   0.177  -0.467   0.500  -0.273  
  497171   0.178  -0.464   0.497  -0.267  
  497172   0.173  -0.461   0.492  -0.263  
  497173   0.178  -0.463   0.496  -0.265  
  497174   0.178  -0.466   0.499  -0.277  
  497175   0.183  -0.462   0.497  -0.281  
  497176   0.186  -0.468   0.504  -0.286  
  497177   0.186  -0.467   0.503  -0.284  
  497178   0.183  -0.464   0.499  -0.286  
  497179   0.186  -0.470   0.505  -0.287  
  497180   0.182  -0.468   0.503  -0.276  
  497181   0.188  -0.465   0.501  -0.283  
  497182   0.183  -0.467   0.501  -0.286  
  497183   0.180  -0.467   0.501  -0.275  
  497184   0.183  -0.465   0.500  -0.278  
  497185   0.184  -0.464   0.499  -0.266  
  497186   0.188  -0.460   0.497  -0.257  
  497187   0.190  -0.458   0.495  -0.260  
  497188   0.189  -0.465   0.502  -0.253  
  497189   0.188  -0.474   0.510  -0.276  
  497190   0.185  -0.471   0.506  -0.279  
  497191   0.186  -0.465   0.501  -0.275  
  497192   0.190  -0.458   0.495  -0.269  
  497193   0.187  -0.458   0.495  -0.264  
  497194   0.187  -0.458   0.495  -0.269  
  497195   0.184  -0.456   0.492  -0.255  
  497196   0.185  -0.459   0.495  -0.252  
  497197   0.187  -0.459   0.496  -0.246  
  497198   0.191  -0.455   0.494  -0.246  
  497199   0.189  -0.462   0.499  -0.254  
  497200   0.189  -0.462   0.499  -0.242  
  497201   0.190  -0.466   0.503  -0.258  
  497202   0.193  -0.468   0.506  -0.255  
  497203   0.189  -0.472   0.508  -0.258  
  497204   0.183  -0.467   0.502  -0.246  
  497205   0.182  -0.467   0.501  -0.244  
  497206   0.181  -0.470   0.504  -0.249  
  497207   0.186  -0.472   0.508  -0.254  
  497208   0.185  -0.477   0.511  -0.252  
  497209   0.183  -0.479   0.513  -0.253  
  497210   0.177  -0.477   0.508  -0.257  
  497211   0.175  -0.475   0.507  -0.255  
  497212   0.176  -0.480   0.511  -0.258  
  497213   0.171  -0.483   0.512  -0.261  
  497214   0.175  -0.474   0.506  -0.256  
  497215   0.173  -0.477   0.508  -0.259  
  497216   0.169  -0.472   0.501  -0.262  
  497217   0.167  -0.470   0.499  -0.270  
  497218   0.172  -0.477   0.507  -0.269  
  497219   0.177  -0.475   0.507  -0.274  
  497220   0.179  -0.475   0.507  -0.268  
  497221   0.182  -0.480   0.513  -0.274  
  497222   0.182  -0.481   0.514  -0.275  
  497223   0.176  -0.478   0.510  -0.260  
  497224   0.175  -0.481   0.512  -0.258  
  497225   0.178  -0.474   0.507  -0.250  
  497226   0.178  -0.478   0.510  -0.257  
  497227   0.177  -0.481   0.512  -0.273  
  497228   0.176  -0.484   0.515  -0.271  
  497229   0.177  -0.485   0.516  -0.273  
  497230   0.176  -0.485   0.516  -0.270  
  497231   0.177  -0.480   0.511  -0.269  
  497232   0.175  -0.483   0.514  -0.264  
  497233   0.175  -0.480   0.511  -0.260  
  497234   0.175  -0.484   0.515  -0.265  
  497235   0.176  -0.481   0.512  -0.260  
  497236   0.181  -0.484   0.517  -0.272  
  497237   0.177  -0.482   0.514  -0.267  
  497238   0.178  -0.481   0.513  -0.268  
  497239   0.177  -0.474   0.506  -0.267  
  497240   0.177  -0.477   0.509  -0.276  
  497241   0.177  -0.475   0.507  -0.262  
  497242   0.174  -0.474   0.505  -0.263  
  497243   0.172  -0.470   0.500  -0.256  
  497244   0.177  -0.466   0.499  -0.247  
  497245   0.174  -0.469   0.500  -0.252  
  497246   0.171  -0.469   0.499  -0.259  
  497247   0.173  -0.474   0.505  -0.276  
  497248   0.177  -0.475   0.507  -0.275  
  497249   0.175  -0.471   0.503  -0.271  
  497250   0.175  -0.472   0.504  -0.263  
  497251   0.177  -0.471   0.503  -0.264  
  497252   0.170  -0.468   0.498  -0.259  
  497253   0.168  -0.467   0.497  -0.261  
  497254   0.166  -0.468   0.496  -0.264  
  497255   0.164  -0.462   0.490  -0.244  
  497256   0.162  -0.467   0.494  -0.243  
  497257   0.165  -0.466   0.494  -0.258  
  497258   0.163  -0.467   0.495  -0.251  
  497259   0.165  -0.466   0.494  -0.254  
  497260   0.162  -0.468   0.495  -0.276  
  497261   0.167  -0.469   0.498  -0.253  
  497262   0.168  -0.465   0.494  -0.249  
  497263   0.170  -0.465   0.495  -0.244  
  497264   0.175  -0.466   0.498  -0.254  
  497265   0.171  -0.467   0.498  -0.257  
  497266   0.172  -0.476   0.506  -0.265  
  497267   0.170  -0.470   0.500  -0.271  
  497268   0.173  -0.468   0.499  -0.262  
  497269   0.174  -0.469   0.501  -0.261  
  497270   0.179  -0.472   0.505  -0.254  
  497271   0.178  -0.470   0.503  -0.253  
  497272   0.176  -0.472   0.504  -0.259  
  497273   0.166  -0.475   0.504  -0.270  
  497274   0.170  -0.474   0.504  -0.267  
  497275   0.169  -0.474   0.503  -0.271  
  497276   0.174  -0.474   0.505  -0.274  
  497277   0.180  -0.474   0.506  -0.286  
  497278   0.181  -0.474   0.507  -0.295  
  497279   0.182  -0.476   0.510  -0.297  
  497280   0.181  -0.481   0.514  -0.309  
  497281   0.184  -0.486   0.520  -0.324  
  497282   0.170  -0.483   0.512  -0.323  
  497283   0.173  -0.478   0.508  -0.309  
  497284   0.176  -0.478   0.509  -0.321  
  497285   0.177  -0.474   0.506  -0.307  
  497286   0.180  -0.482   0.514  -0.289  
  497287   0.177  -0.477   0.508  -0.279  
  497288   0.170  -0.473   0.503  -0.269  
  497289   0.176  -0.473   0.504  -0.260  
  497290   0.172  -0.468   0.499  -0.270  
  497291   0.173  -0.475   0.505  -0.272  
  497292   0.174  -0.481   0.511  -0.285  
  497293   0.178  -0.476   0.508  -0.272  
  497294   0.178  -0.482   0.514  -0.279  
  497295   0.175  -0.476   0.507  -0.288  
  497296   0.181  -0.482   0.515  -0.276  
  497297   0.176  -0.477   0.508  -0.287  
  497298   0.176  -0.477   0.508  -0.288  
  497299   0.174  -0.478   0.508  -0.295  
  497300   0.175  -0.473   0.504  -0.280  
  497301   0.176  -0.475   0.506  -0.288  
  497302   0.177  -0.472   0.504  -0.285  
  497303   0.180  -0.470   0.504  -0.270  
  497304   0.186  -0.472   0.508  -0.276  
  497305   0.182  -0.472   0.506  -0.269  
  497306   0.183  -0.468   0.502  -0.260  
  497307   0.179  -0.471   0.503  -0.266  
  497308   0.177  -0.468   0.501  -0.274  
  497309   0.179  -0.468   0.502  -0.269  
  497310   0.180  -0.467   0.501  -0.273  
  497311   0.183  -0.476   0.510  -0.273  
  497312   0.180  -0.467   0.501  -0.267  
  497313   0.186  -0.475   0.510  -0.257  
  497314   0.190  -0.473   0.509  -0.255  
  497315   0.187  -0.464   0.500  -0.247  
  497316   0.187  -0.469   0.505  -0.247  
  497317   0.185  -0.467   0.502  -0.251  
  497318   0.181  -0.471   0.505  -0.259  
  497319   0.186  -0.473   0.508  -0.261  
  497320   0.182  -0.467   0.501  -0.259  
  497321   0.180  -0.463   0.497  -0.262  
  497322   0.179  -0.465   0.498  -0.258  
  497323   0.184  -0.467   0.502  -0.265  
  497324   0.178  -0.466   0.499  -0.261  
  497325   0.178  -0.464   0.497  -0.255  
  497326   0.178  -0.462   0.495  -0.251  
  497327   0.181  -0.463   0.497  -0.257  
  497328   0.179  -0.462   0.496  -0.246  
  497329   0.184  -0.460   0.496  -0.259  
  497330   0.186  -0.456   0.492  -0.248  
  497331   0.181  -0.460   0.494  -0.262  
  497332   0.176  -0.463   0.495  -0.255  
  497333   0.174  -0.463   0.494  -0.265  
  497334   0.178  -0.470   0.502  -0.253  
  497335   0.174  -0.476   0.507  -0.251  
  497336   0.172  -0.479   0.508  -0.258  
  497337   0.174  -0.476   0.506  -0.246  
  497338   0.174  -0.472   0.503  -0.259  
  497339   0.172  -0.475   0.505  -0.268  
  497340   0.173  -0.480   0.510  -0.279  
  497341   0.175  -0.473   0.505  -0.265  
  497342   0.174  -0.472   0.503  -0.270  
  497343   0.176  -0.476   0.508  -0.260  
  497344   0.184  -0.480   0.514  -0.264  
  497345   0.181  -0.481   0.513  -0.252  
  497346   0.184  -0.483   0.517  -0.256  
  497347   0.182  -0.474   0.508  -0.256  
  497348   0.180  -0.481   0.514  -0.269  
  497349   0.184  -0.478   0.512  -0.265  
  497350   0.180  -0.472   0.505  -0.242  
  497351   0.180  -0.471   0.504  -0.244  
  497352   0.177  -0.475   0.506  -0.248  
  497353   0.168  -0.469   0.498  -0.243  
  497354   0.165  -0.476   0.504  -0.238  
  497355   0.174  -0.470   0.501  -0.231  
  497356   0.178  -0.468   0.501  -0.224  
  497357   0.182  -0.467   0.501  -0.218  
  497358   0.185  -0.467   0.503  -0.220  
  497359   0.179  -0.469   0.502  -0.211  
  497360   0.177  -0.467   0.499  -0.225  
  497361   0.170  -0.465   0.496  -0.226  
  497362   0.172  -0.467   0.497  -0.228  
  497363   0.175  -0.463   0.495  -0.213  
  497364   0.178  -0.467   0.499  -0.208  
  497365   0.179  -0.466   0.499  -0.212  
  497366   0.179  -0.464   0.497  -0.208  
  497367   0.178  -0.461   0.494  -0.207  
  497368   0.184  -0.463   0.498  -0.210  
  497369   0.179  -0.461   0.494  -0.211  
  497370   0.182  -0.465   0.500  -0.214  
  497371   0.179  -0.461   0.495  -0.215  
  497372   0.187  -0.463   0.499  -0.229  
  497373   0.187  -0.464   0.500  -0.225  
  497374   0.183  -0.463   0.498  -0.231  
  497375   0.190  -0.467   0.504  -0.227  
  497376   0.192  -0.463   0.501  -0.221  
  497377   0.194  -0.466   0.505  -0.218  
  497378   0.193  -0.463   0.502  -0.222  
  497379   0.193  -0.467   0.506  -0.232  
  497380   0.193  -0.463   0.502  -0.244  
  497381   0.185  -0.462   0.498  -0.249  
  497382   0.191  -0.461   0.499  -0.246  
  497383   0.190  -0.459   0.497  -0.236  
  497384   0.186  -0.463   0.499  -0.237  
  497385   0.186  -0.463   0.499  -0.241  
  497386   0.183  -0.457   0.492  -0.220  
  497387   0.186  -0.454   0.491  -0.198  
  497388   0.188  -0.464   0.500  -0.210  
  497389   0.189  -0.460   0.497  -0.224  
  497390   0.187  -0.461   0.497  -0.222  
  497391   0.187  -0.458   0.495  -0.205  
  497392   0.183  -0.464   0.498  -0.206  
  497393   0.185  -0.464   0.499  -0.206  
  497394   0.179  -0.464   0.497  -0.221  
  497395   0.182  -0.465   0.500  -0.212  
  497396   0.186  -0.463   0.499  -0.208  
  497397   0.183  -0.461   0.496  -0.195  
  497398   0.183  -0.461   0.496  -0.181  
  497399   0.180  -0.463   0.496  -0.172  
  497400   0.175  -0.465   0.497  -0.172  
  497401   0.182  -0.462   0.497  -0.173  
  497402   0.174  -0.465   0.497  -0.166  
  497403   0.177  -0.459   0.492  -0.178  
  497404   0.172  -0.464   0.495  -0.197  
  497405   0.172  -0.465   0.496  -0.193  
  497406   0.174  -0.466   0.497  -0.194  
  497407   0.171  -0.463   0.494  -0.199  
  497408   0.176  -0.467   0.499  -0.194  
  497409   0.180  -0.463   0.497  -0.189  
  497410   0.178  -0.462   0.495  -0.175  
  497411   0.176  -0.465   0.497  -0.178  
  497412   0.176  -0.465   0.497  -0.177  
  497413   0.176  -0.469   0.501  -0.188  
  497414   0.179  -0.462   0.496  -0.190  
  497415   0.174  -0.464   0.495  -0.186  
  497416   0.173  -0.462   0.494  -0.182  
  497417   0.172  -0.464   0.495  -0.189  
  497418   0.174  -0.464   0.495  -0.177  
  497419   0.174  -0.466   0.498  -0.189  
  497420   0.175  -0.467   0.499  -0.197  
  497421   0.174  -0.464   0.496  -0.189  
  497422   0.174  -0.466   0.497  -0.188  
  497423   0.174  -0.466   0.498  -0.179  
  497424   0.175  -0.470   0.502  -0.193  
  497425   0.175  -0.477   0.508  -0.195  
  497426   0.173  -0.470   0.501  -0.193  
  497427   0.178  -0.466   0.499  -0.195  
  497428   0.180  -0.462   0.496  -0.185  
  497429   0.175  -0.460   0.492  -0.185  
  497430   0.187  -0.467   0.503  -0.181  
  497431   0.180  -0.463   0.497  -0.187  
  497432   0.165  -0.459   0.487  -0.192  
  497433   0.182  -0.461   0.496  -0.185  
  497434   0.178  -0.462   0.496  -0.189  
  497435   0.180  -0.462   0.496  -0.185  
  497436   0.180  -0.465   0.499  -0.184  
  497437   0.188  -0.462   0.499  -0.168  
  497438   0.186  -0.463   0.499  -0.168  
  497439   0.188  -0.463   0.499  -0.169  
  497440   0.188  -0.463   0.499  -0.171  
  497441   0.186  -0.463   0.499  -0.177  
  497442   0.186  -0.461   0.497  -0.168  
  497443   0.191  -0.463   0.500  -0.159  
  497444   0.186  -0.464   0.500  -0.154  
  497445   0.187  -0.463   0.499  -0.150  
  497446   0.188  -0.464   0.501  -0.156  
  497447   0.188  -0.464   0.500  -0.168  
  497448   0.193  -0.460   0.498  -0.173  
  497449   0.192  -0.460   0.499  -0.171  
  497450   0.191  -0.463   0.501  -0.160  
  497451   0.198  -0.465   0.505  -0.176  
  497452   0.190  -0.469   0.506  -0.177  
  497453   0.184  -0.467   0.502  -0.201  
  497454   0.180  -0.466   0.500  -0.179  
  497455   0.182  -0.467   0.501  -0.166  
  497456   0.183  -0.467   0.501  -0.172  
  497457   0.181  -0.466   0.500  -0.167  
  497458   0.178  -0.462   0.495  -0.159  
  497459   0.178  -0.457   0.490  -0.168  
  497460   0.185  -0.463   0.498  -0.167  
  497461   0.187  -0.462   0.498  -0.162  
  497462   0.190  -0.460   0.498  -0.162  
  497463   0.186  -0.460   0.497  -0.174  
  497464   0.180  -0.458   0.492  -0.168  
  497465   0.179  -0.455   0.489  -0.169  
  497466   0.181  -0.457   0.492  -0.174  
  497467   0.174  -0.457   0.489  -0.184  
  497468   0.178  -0.458   0.491  -0.172  
  497469   0.178  -0.457   0.490  -0.174  
  497470   0.183  -0.459   0.495  -0.184  
  497471   0.175  -0.459   0.491  -0.172  
  497472   0.174  -0.454   0.486  -0.160  
  497473   0.178  -0.458   0.491  -0.163  
  497474   0.178  -0.469   0.501  -0.161  
  497475   0.179  -0.465   0.498  -0.156  
  497476   0.179  -0.467   0.500  -0.154  
  497477   0.181  -0.466   0.500  -0.149  
  497478   0.177  -0.463   0.495  -0.152  
  497479   0.174  -0.461   0.493  -0.153  
  497480   0.175  -0.460   0.492  -0.166  
  497481   0.176  -0.461   0.494  -0.163  
  497482   0.174  -0.463   0.494  -0.173  
  497483   0.170  -0.463   0.493  -0.177  
  497484   0.170  -0.467   0.497  -0.178  
  497485   0.170  -0.464   0.494  -0.174  
  497486   0.170  -0.462   0.493  -0.175  
  497487   0.170  -0.457   0.487  -0.173  
  497488   0.168  -0.462   0.492  -0.165  
  497489   0.173  -0.461   0.492  -0.164  
  497490   0.170  -0.458   0.489  -0.165  
  497491   0.175  -0.459   0.491  -0.161  
  497492   0.177  -0.457   0.490  -0.163  
  497493   0.176  -0.461   0.494  -0.173  
  497494   0.181  -0.463   0.497  -0.172  
  497495   0.180  -0.464   0.498  -0.181  
  497496   0.182  -0.459   0.494  -0.166  
  497497   0.181  -0.462   0.496  -0.164  
  497498   0.176  -0.458   0.491  -0.155  
  497499   0.179  -0.457   0.491  -0.158  
  497500   0.172  -0.458   0.489  -0.158  
  497501   0.177  -0.456   0.489  -0.165  
  497502   0.179  -0.460   0.493  -0.179  
  497503   0.180  -0.457   0.491  -0.172  
  497504   0.175  -0.452   0.485  -0.169  
  497505   0.176  -0.454   0.487  -0.167  
  497506   0.181  -0.461   0.495  -0.172  
  497507   0.180  -0.467   0.500  -0.165  
  497508   0.182  -0.460   0.495  -0.151  
  497509   0.181  -0.453   0.488  -0.151  
  497510   0.174  -0.454   0.486  -0.148  
  497511   0.178  -0.451   0.485  -0.160  
  497512   0.175  -0.454   0.487  -0.142  
  497513   0.171  -0.460   0.490  -0.149  
  497514   0.179  -0.460   0.493  -0.142  
  497515   0.176  -0.462   0.494  -0.152  
  497516   0.177  -0.459   0.492  -0.139  
  497517   0.178  -0.453   0.487  -0.137  
  497518   0.182  -0.458   0.493  -0.152  
  497519   0.180  -0.461   0.495  -0.177  
  497520   0.167  -0.465   0.494  -0.166  
  497521   0.170  -0.457   0.487  -0.164  
  497522   0.163  -0.453   0.482  -0.157  
  497523   0.168  -0.457   0.487  -0.160  
  497524   0.168  -0.455   0.485  -0.159  
  497525   0.172  -0.464   0.495  -0.165  
  497526   0.168  -0.463   0.493  -0.167  
  497527   0.171  -0.460   0.491  -0.164  
  497528   0.167  -0.461   0.490  -0.156  
  497529   0.171  -0.467   0.498  -0.176  
  497530   0.169  -0.463   0.493  -0.179  
  497531   0.167  -0.461   0.490  -0.175  
  497532   0.168  -0.461   0.491  -0.175  
  497533   0.167  -0.462   0.491  -0.188  
  497534   0.168  -0.465   0.494  -0.188  
  497535   0.173  -0.466   0.497  -0.184  
  497536   0.171  -0.469   0.500  -0.181  
  497537   0.174  -0.466   0.498  -0.178  
  497538   0.180  -0.472   0.505  -0.180  
  497539   0.174  -0.466   0.498  -0.169  
  497540   0.172  -0.466   0.497  -0.179  
  497541   0.166  -0.467   0.496  -0.184  
  497542   0.167  -0.467   0.496  -0.181  
  497543   0.168  -0.469   0.498  -0.177  
  497544   0.167  -0.469   0.498  -0.167  
  497545   0.170  -0.467   0.497  -0.177  
  497546   0.167  -0.462   0.491  -0.178  
  497547   0.166  -0.462   0.491  -0.180  
  497548   0.170  -0.467   0.497  -0.193  
  497549   0.172  -0.465   0.496  -0.189  
  497550   0.167  -0.467   0.496  -0.187  
  497551   0.171  -0.467   0.497  -0.192  
  497552   0.171  -0.465   0.496  -0.182  
  497553   0.169  -0.469   0.498  -0.192  
  497554   0.168  -0.466   0.495  -0.194  
  497555   0.169  -0.469   0.498  -0.182  
  497556   0.173  -0.469   0.500  -0.175  
  497557   0.178  -0.467   0.500  -0.176  
  497558   0.173  -0.468   0.499  -0.189  
  497559   0.175  -0.468   0.499  -0.201  
  497560   0.172  -0.469   0.499  -0.206  
  497561   0.172  -0.471   0.502  -0.207  
  497562   0.170  -0.472   0.502  -0.202  
  497563   0.165  -0.476   0.504  -0.214  
  497564   0.178  -0.473   0.505  -0.203  
  497565   0.180  -0.468   0.501  -0.191  
  497566   0.182  -0.463   0.497  -0.173  
  497567   0.192  -0.471   0.509  -0.165  
  497568   0.191  -0.480   0.517  -0.183  
  497569   0.186  -0.473   0.508  -0.194  
  497570   0.182  -0.470   0.504  -0.205  
  497571   0.184  -0.469   0.504  -0.189  
  497572   0.183  -0.468   0.503  -0.191  
  497573   0.177  -0.458   0.491  -0.168  
  497574   0.181  -0.463   0.497  -0.176  
  497575   0.182  -0.465   0.499  -0.181  
  497576   0.188  -0.471   0.507  -0.188  
  497577   0.188  -0.469   0.505  -0.190  
  497578   0.175  -0.475   0.507  -0.205  
  497579   0.169  -0.472   0.501  -0.215  
  497580   0.173  -0.475   0.505  -0.226  
  497581   0.172  -0.475   0.505  -0.200  
  497582   0.176  -0.476   0.508  -0.193  
  497583   0.177  -0.478   0.510  -0.203  
  497584   0.177  -0.477   0.508  -0.213  
  497585   0.175  -0.476   0.507  -0.210  
  497586   0.173  -0.473   0.504  -0.212  
  497587   0.173  -0.473   0.504  -0.211  
  497588   0.172  -0.470   0.501  -0.199  
  497589   0.171  -0.474   0.504  -0.200  
  497590   0.174  -0.475   0.506  -0.197  
  497591   0.175  -0.476   0.508  -0.217  
  497592   0.186  -0.478   0.513  -0.211  
  497593   0.188  -0.479   0.514  -0.221  
  497594   0.179  -0.472   0.505  -0.216  
  497595   0.179  -0.472   0.505  -0.221  
  497596   0.185  -0.479   0.514  -0.202  
  497597   0.178  -0.477   0.509  -0.191  
  497598   0.181  -0.472   0.506  -0.164  
  497599   0.185  -0.472   0.507  -0.157  
  497600   0.187  -0.477   0.512  -0.170  
  497601   0.183  -0.479   0.513  -0.180  
  497602   0.173  -0.474   0.505  -0.186  
  497603   0.172  -0.470   0.500  -0.182  
  497604   0.174  -0.472   0.503  -0.195  
  497605   0.174  -0.475   0.506  -0.204  
  497606   0.170  -0.474   0.504  -0.205  
  497607   0.174  -0.478   0.509  -0.212  
  497608   0.168  -0.473   0.502  -0.213  
  497609   0.178  -0.473   0.505  -0.210  
  497610   0.176  -0.473   0.504  -0.220  
  497611   0.174  -0.469   0.501  -0.216  
  497612   0.175  -0.472   0.504  -0.221  
  497613   0.179  -0.477   0.510  -0.231  
  497614   0.177  -0.475   0.507  -0.225  
  497615   0.177  -0.472   0.505  -0.232  
  497616   0.175  -0.471   0.503  -0.226  
  497617   0.177  -0.480   0.511  -0.207  
  497618   0.174  -0.473   0.504  -0.208  
  497619   0.175  -0.477   0.508  -0.215  
  497620   0.175  -0.479   0.510  -0.210  
  497621   0.176  -0.473   0.505  -0.198  
  497622   0.177  -0.478   0.510  -0.205  
  497623   0.178  -0.478   0.510  -0.210  
  497624   0.174  -0.475   0.505  -0.215  
  497625   0.175  -0.475   0.506  -0.201  
  497626   0.176  -0.477   0.508  -0.207  
  497627   0.177  -0.479   0.511  -0.202  
  497628   0.174  -0.478   0.509  -0.197  
  497629   0.177  -0.484   0.515  -0.201  
  497630   0.177  -0.485   0.516  -0.200  
  497631   0.175  -0.487   0.518  -0.200  
  497632   0.176  -0.483   0.514  -0.203  
  497633   0.177  -0.481   0.512  -0.205  
  497634   0.176  -0.472   0.504  -0.209  
  497635   0.179  -0.475   0.508  -0.211  
  497636   0.180  -0.476   0.509  -0.207  
  497637   0.184  -0.471   0.505  -0.219  
  497638   0.179  -0.466   0.499  -0.224  
  497639   0.174  -0.465   0.496  -0.221  
  497640   0.193  -0.472   0.510  -0.232  
  497641   0.180  -0.479   0.512  -0.226  
  497642   0.181  -0.482   0.515  -0.218  
  497643   0.182  -0.478   0.511  -0.219  
  497644   0.186  -0.472   0.507  -0.196  
  497645   0.183  -0.473   0.507  -0.188  
  497646   0.183  -0.472   0.506  -0.175  
  497647   0.190  -0.472   0.509  -0.199  
  497648   0.191  -0.490   0.525  -0.215  
  497649   0.191  -0.491   0.527  -0.208  
  497650   0.182  -0.486   0.519  -0.214  
  497651   0.177  -0.480   0.511  -0.225  
  497652   0.174  -0.482   0.513  -0.230  
  497653   0.171  -0.484   0.513  -0.236  
  497654   0.187  -0.485   0.520  -0.222  
  497655   0.190  -0.489   0.525  -0.226  
  497656   0.186  -0.486   0.520  -0.227  
  497657   0.181  -0.488   0.520  -0.232  
  497658   0.186  -0.484   0.519  -0.220  
  497659   0.182  -0.486   0.519  -0.220  
  497660   0.189  -0.484   0.520  -0.218  
  497661   0.185  -0.484   0.518  -0.225  
  497662   0.187  -0.484   0.518  -0.235  
  497663   0.187  -0.485   0.520  -0.238  
  497664   0.180  -0.487   0.519  -0.228  
  497665   0.180  -0.485   0.518  -0.231  
  497666   0.179  -0.487   0.519  -0.234  
  497667   0.178  -0.485   0.516  -0.223  
  497668   0.178  -0.482   0.514  -0.232  
  497669   0.176  -0.477   0.508  -0.229  
  497670   0.179  -0.478   0.510  -0.219  
  497671   0.176  -0.482   0.514  -0.226  
  497672   0.180  -0.481   0.514  -0.236  
  497673   0.179  -0.484   0.516  -0.238  
  497674   0.185  -0.482   0.516  -0.248  
  497675   0.187  -0.483   0.518  -0.236  
  497676   0.182  -0.481   0.514  -0.235  
  497677   0.177  -0.489   0.520  -0.242  
  497678   0.174  -0.491   0.521  -0.238  
  497679   0.176  -0.493   0.524  -0.243  
  497680   0.173  -0.492   0.521  -0.236  
  497681   0.169  -0.489   0.517  -0.236  
  497682   0.170  -0.487   0.515  -0.234  
  497683   0.174  -0.484   0.514  -0.240  
  497684   0.175  -0.484   0.514  -0.245  
  497685   0.176  -0.489   0.520  -0.256  
  497686   0.179  -0.488   0.520  -0.258  
  497687   0.185  -0.487   0.521  -0.261  
  497688   0.179  -0.485   0.517  -0.249  
  497689   0.174  -0.488   0.518  -0.256  
  497690   0.181  -0.479   0.512  -0.236  
  497691   0.180  -0.481   0.514  -0.242  
  497692   0.179  -0.482   0.514  -0.232  
  497693   0.183  -0.480   0.514  -0.225  
  497694   0.182  -0.479   0.513  -0.236  
  497695   0.185  -0.473   0.508  -0.223  
  497696   0.197  -0.474   0.513  -0.229  
  497697   0.188  -0.475   0.511  -0.234  
  497698   0.182  -0.481   0.514  -0.245  
  497699   0.175  -0.484   0.515  -0.243  
  497700   0.182  -0.486   0.519  -0.251  
  497701   0.186  -0.488   0.523  -0.235  
  497702   0.181  -0.483   0.515  -0.244  
  497703   0.180  -0.481   0.514  -0.248  
  497704   0.185  -0.480   0.514  -0.236  
  497705   0.186  -0.475   0.510  -0.237  
  497706   0.187  -0.477   0.513  -0.244  
