Epoch   v_north   v_east   v_up
  496138           0.012          -0.001          -0.008
  496139          -0.002           0.007           0.004
  496140           0.010          -0.005          -0.021
  496141           0.012          -0.009          -0.010
  496142           0.002          -0.006          -0.008
  496143           0.005           0.002          -0.003
  496144          -0.003          -0.004          -0.004
  496145          -0.024           0.000           0.015
  496146           0.004          -0.005          -0.017
  496147           0.010          -0.006          -0.003
  496148           0.017          -0.004          -0.004
  496149           0.011           0.006          -0.009
  496150          -0.002           0.009           0.002
  496151          -0.001           0.009           0.013
  496152           0.008           0.003           0.001
  496153           0.007          -0.007          -0.022
  496154           0.001           0.005          -0.005
  496155          -0.001           0.009           0.006
  496156           0.007           0.003           0.027
  496157           0.009           0.004           0.004
  496158           0.006          -0.001          -0.013
  496159           0.013          -0.001           0.000
  496160           0.014          -0.001          -0.006
  496161           0.009           0.000           0.007
  496162           0.008           0.004           0.011
  496163           0.009          -0.017          -0.040
  496164           0.017           0.012           0.015
  496165           0.004           0.014           0.017
  496166           0.010           0.000           0.006
  496167           0.000           0.002           0.027
  496168          -0.007          -0.005          -0.007
  496169           0.002          -0.003          -0.017
  496170          -0.001          -0.004          -0.006
  496171          -0.006           0.009           0.015
  496172           0.005           0.002          -0.007
  496173           0.015           0.001           0.001
  496174           0.015          -0.003          -0.015
  496175           0.011          -0.005          -0.002
  496176          -0.001          -0.006           0.001
  496177           0.000          -0.001           0.005
  496178          -0.006          -0.001           0.006
  496179          -0.002           0.003          -0.002
  496180           0.007           0.008           0.008
  496181           0.001           0.009           0.008
  496182          -0.005           0.002           0.008
  496183           0.007           0.014           0.016
  496184           0.026          -0.007          -0.039
  496185           0.021          -0.013          -0.021
  496186           0.001           0.008           0.003
  496187          -0.002           0.002          -0.009
  496188          -0.001           0.002          -0.029
  496189          -0.005           0.007           0.007
  496190           0.004           0.001           0.002
  496191           0.005          -0.010          -0.024
  496192           0.009          -0.008          -0.015
  496193          -0.003           0.006           0.005
  496194           0.002          -0.002          -0.001
  496195          -0.001          -0.018          -0.013
  496196          -0.000           0.004           0.001
  496197           0.010           0.006           0.009
  496198          -0.001           0.020           0.030
  496199           0.006           0.004          -0.004
  496200           0.014           0.006           0.011
  496201           0.004          -0.001           0.004
  496202           0.004           0.007           0.006
  496203           0.005          -0.006          -0.009
  496204           0.005           0.011           0.018
  496205          -0.006           0.000           0.017
  496206          -0.007           0.001          -0.005
  496207          -0.011          -0.001           0.004
  496208           0.008           0.001           0.005
  496209           0.000           0.004           0.008
  496210           0.007          -0.001           0.003
  496211           0.004           0.001          -0.007
  496212          -0.001          -0.001          -0.015
  496213          -0.006          -0.027          -0.060
  496214          -0.005          -0.002          -0.018
  496215           0.023           0.010           0.055
  496216           0.007           0.023           0.036
  496217           0.002           0.012           0.002
  496218           0.001           0.018           0.014
  496219           0.001           0.001           0.007
  496220           0.003           0.009           0.026
  496221           0.006           0.013           0.011
  496222           0.004           0.008           0.002
  496223           0.000           0.001           0.000
  496224          -0.006           0.002           0.017
  496225          -0.008           0.004           0.014
  496226           0.000          -0.007           0.010
  496227          -0.003          -0.008           0.011
  496228          -0.006           0.001           0.023
  496229           0.000           0.007           0.022
  496230           0.000           0.018           0.023
  496231           0.006           0.012           0.006
  496232           0.006           0.009           0.004
  496233           0.006           0.005           0.014
  496234           0.011           0.003           0.008
  496235           0.011          -0.005          -0.001
  496236          -0.012           0.003           0.030
  496237           0.007          -0.006           0.015
  496238           0.023          -0.007          -0.018
  496239           0.001           0.001           0.003
  496240          -0.001           0.018           0.032
  496241          -0.013          -0.001           0.001
  496242          -0.018           0.009           0.018
  496243          -0.007           0.001          -0.003
  496244           0.009           0.007           0.021
  496245           0.011           0.012           0.006
  496246           0.013           0.018           0.033
  496247          -0.003           0.006           0.015
  496248          -0.003          -0.007           0.003
  496249           0.002           0.006           0.012
  496250           0.007           0.007           0.011
  496251          -0.005           0.011           0.014
  496252          -0.002           0.011           0.012
  496253          -0.011           0.004          -0.004
  496254          -0.001           0.010           0.014
  496255           0.011           0.021           0.020
  496256           0.012           0.024           0.022
  496257           0.001           0.016           0.011
  496258          -0.012           0.012           0.006
  496259          -0.005           0.011          -0.005
  496260          -0.003           0.004           0.007
  496261           0.005           0.004           0.003
  496262           0.012          -0.005          -0.003
  496263           0.020          -0.004          -0.002
  496264           0.006           0.012           0.020
  496265           0.016           0.007          -0.002
  496266          -0.002           0.016           0.013
  496267          -0.011           0.013           0.007
  496268          -0.009           0.008           0.007
  496269          -0.006           0.015           0.021
  496270          -0.010           0.014           0.021
  496271           0.005           0.003           0.002
  496272          -0.001           0.000           0.009
  496273          -0.007           0.000           0.009
  496274          -0.007           0.004           0.009
  496275          -0.004          -0.003          -0.008
  496276          -0.008           0.014           0.032
  496277          -0.013           0.014           0.034
  496278          -0.005           0.015           0.022
  496279           0.006           0.019           0.017
  496280           0.012          -0.002          -0.007
  496281           0.002           0.008           0.007
  496282           0.000           0.011           0.023
  496283           0.002           0.009           0.015
  496284          -0.002           0.018           0.027
  496285           0.008           0.010           0.021
  496286           0.003          -0.004          -0.008
  496287           0.009           0.006          -0.002
  496288           0.004           0.009           0.011
  496289          -0.010          -0.008          -0.004
  496290           0.007          -0.002          -0.007
  496291           0.014          -0.009          -0.019
  496292           0.003           0.005          -0.006
  496293           0.006           0.001          -0.013
  496294          -0.007           0.027           0.022
  496295          -0.004           0.004           0.003
  496296          -0.003           0.009           0.022
  496297           0.009           0.000           0.010
  496298          -0.001           0.006           0.009
  496299           0.000           0.004           0.003
  496300          -0.011           0.002           0.008
  496301          -0.002           0.004           0.013
  496302          -0.001          -0.002          -0.001
  496303           0.013           0.000          -0.003
  496304           0.003           0.006           0.023
  496305          -0.001           0.005           0.006
  496306          -0.003           0.000           0.006
  496307           0.004          -0.006           0.001
  496308           0.000          -0.001           0.004
  496309           0.006          -0.003           0.011
  496310           0.016           0.003          -0.008
  496311           0.017          -0.004          -0.004
  496312           0.013          -0.008          -0.004
  496313          -0.004          -0.012           0.016
  496314           0.009          -0.010           0.006
  496315           0.001           0.000           0.008
  496316           0.008           0.005           0.003
  496317           0.004          -0.014          -0.017
  496318          -0.002          -0.010           0.010
  496319           0.001           0.005           0.015
  496320           0.002          -0.001           0.003
  496321          -0.008           0.011           0.020
  496322           0.009          -0.002          -0.006
  496323           0.005          -0.009          -0.008
  496324           0.008          -0.004          -0.003
  496325           0.014          -0.005          -0.021
  496326           0.011           0.008           0.012
  496327           0.012           0.000          -0.008
  496328          -0.005          -0.005           0.022
  496329          -0.004           0.000           0.019
  496330          -0.006          -0.004          -0.002
  496331          -0.005           0.003           0.009
  496332          -0.006          -0.003           0.009
  496333          -0.009           0.002           0.016
  496334          -0.016           0.002           0.018
  496335          -0.001          -0.002           0.000
  496336           0.009           0.001          -0.005
  496337           0.005          -0.001           0.009
  496338           0.009          -0.003           0.004
  496339           0.009          -0.006           0.008
  496340           0.013          -0.014          -0.020
  496341           0.009          -0.012           0.004
  496342           0.009          -0.018          -0.001
  496343           0.008          -0.013          -0.007
  496344           0.010          -0.012          -0.006
  496345          -0.002          -0.007           0.003
  496346          -0.001           0.006           0.010
  496347           0.001          -0.003           0.006
  496348           0.001           0.007           0.028
  496349          -0.011          -0.002           0.013
  496350          -0.008           0.002           0.017
  496351          -0.012          -0.009           0.004
  496352           0.001          -0.003          -0.014
  496353          -0.004          -0.001           0.007
  496354          -0.014          -0.005           0.009
  496355          -0.001          -0.005          -0.010
  496356          -0.002           0.008           0.007
  496357          -0.005           0.006           0.016
  496358           0.007          -0.008           0.004
  496359           0.005          -0.006           0.013
  496360          -0.006          -0.010          -0.004
  496361           0.001           0.006           0.018
  496362          -0.005          -0.006           0.007
  496363          -0.012          -0.006          -0.002
  496364           0.000           0.000          -0.011
  496365           0.006          -0.008           0.001
  496366           0.012          -0.029          -0.053
  496367           0.016          -0.017          -0.027
  496368           0.023          -0.024          -0.048
  496369           0.033          -0.030          -0.052
  496370           0.023          -0.020          -0.033
  496371           0.016          -0.015          -0.028
  496372           0.008          -0.011          -0.032
  496373          -0.001          -0.014          -0.039
  496374           0.020          -0.026          -0.063
  496375           0.019          -0.016          -0.042
  496376           0.020          -0.016          -0.052
  496377           0.004          -0.011          -0.045
  496378          -0.003          -0.013          -0.034
  496379           0.018          -0.022          -0.038
  496380           0.016          -0.022          -0.047
  496381           0.021          -0.034          -0.057
  496382           0.013          -0.017          -0.027
  496383           0.002          -0.018          -0.009
  496384           0.000          -0.015           0.001
  496385           0.016          -0.017          -0.019
  496386           0.014          -0.032          -0.036
  496387           0.009          -0.007          -0.003
  496388           0.017          -0.007          -0.008
  496389           0.014          -0.016          -0.016
  496390           0.000          -0.003           0.003
  496391           0.011          -0.020          -0.018
  496392           0.020          -0.029          -0.036
  496393           0.016          -0.024          -0.019
  496394           0.002          -0.009           0.007
  496395          -0.006          -0.014          -0.009
  496396           0.004          -0.006           0.013
  496397           0.001          -0.003           0.008
  496398           0.001           0.003           0.014
  496399           0.007           0.002           0.012
  496400           0.002          -0.007           0.005
  496401           0.015          -0.011          -0.005
  496402           0.022          -0.011          -0.009
  496403           0.024          -0.017          -0.030
  496404           0.031          -0.021          -0.024
  496405           0.006          -0.012           0.003
  496406           0.006          -0.002           0.019
  496407           0.005          -0.005          -0.010
  496408           0.015          -0.018          -0.020
  496409           0.019          -0.023          -0.038
  496410           0.036          -0.021          -0.021
  496411           0.022          -0.017          -0.004
  496412           0.013          -0.003           0.008
  496413           0.010          -0.012          -0.022
  496414          -0.002          -0.020          -0.027
  496415           0.031          -0.036          -0.063
  496416           0.014          -0.023          -0.026
  496417           0.005          -0.004          -0.006
  496418           0.013          -0.008          -0.027
  496419           0.002          -0.001           0.019
  496420           0.001          -0.022          -0.011
  496421           0.000          -0.012          -0.027
  496422          -0.006          -0.009           0.012
  496423           0.019          -0.017          -0.031
  496424           0.011          -0.020          -0.021
  496425           0.017          -0.019          -0.042
  496426           0.008          -0.015          -0.019
  496427           0.015          -0.007          -0.015
  496428           0.021          -0.004          -0.023
  496429           0.019          -0.016          -0.019
  496430           0.011          -0.013          -0.016
  496431           0.005          -0.007          -0.005
  496432           0.011          -0.001           0.003
  496433           0.012          -0.002           0.004
  496434           0.007          -0.010          -0.025
  496435           0.006          -0.009          -0.006
  496436           0.000          -0.011          -0.023
  496437          -0.013           0.002           0.002
  496438           0.000          -0.005           0.004
  496439          -0.001          -0.012          -0.043
  496440           0.002          -0.013          -0.016
  496441           0.013          -0.023          -0.045
  496442           0.018          -0.016          -0.040
  496443           0.011          -0.019          -0.033
  496444           0.000          -0.012          -0.017
  496445           0.009          -0.022          -0.012
  496446           0.023          -0.022          -0.047
  496447           0.015          -0.012          -0.036
  496448           0.006           0.003          -0.005
  496449           0.010          -0.006          -0.018
  496450           0.009          -0.008          -0.011
  496451           0.014          -0.023          -0.035
  496452           0.013          -0.007          -0.008
  496453           0.009          -0.009          -0.005
  496454          -0.007           0.024           0.027
  496455           0.004           0.001           0.002
  496456           0.003          -0.022          -0.041
  496457           0.011          -0.026          -0.054
  496458          -0.001          -0.009          -0.014
  496459           0.008          -0.022          -0.038
  496460           0.002          -0.008          -0.029
  496461           0.001           0.006           0.013
  496462          -0.003           0.001           0.001
  496463           0.008          -0.002           0.006
  496464           0.015          -0.021          -0.046
  496465           0.009          -0.019          -0.050
  496466           0.003          -0.019          -0.031
  496467           0.013          -0.019          -0.035
  496468          -0.006          -0.008          -0.005
  496469          -0.008           0.011           0.044
  496470           0.010          -0.018          -0.040
  496471           0.020          -0.013          -0.039
  496472           0.008          -0.002          -0.012
  496473           0.007          -0.011          -0.027
  496474           0.009          -0.003          -0.009
  496475           0.007          -0.011          -0.005
  496476           0.008          -0.006          -0.007
  496477           0.016          -0.004          -0.004
  496478           0.012          -0.013          -0.014
  496479           0.016          -0.007          -0.019
  496480           0.013          -0.010          -0.024
  496481           0.003          -0.004          -0.009
  496482           0.011          -0.017          -0.048
  496483           0.020          -0.027          -0.064
  496484           0.001          -0.010          -0.021
  496485           0.005          -0.015          -0.018
  496486           0.007          -0.003          -0.015
  496487           0.002          -0.011          -0.036
  496488           0.001          -0.010          -0.029
  496489           0.009          -0.015          -0.042
  496490          -0.001          -0.005          -0.014
  496491          -0.002           0.006          -0.001
  496492           0.000           0.007          -0.011
  496493           0.005          -0.001          -0.014
  496494          -0.002          -0.003           0.002
  496495           0.004          -0.002          -0.019
  496496           0.000           0.002           0.001
  496497          -0.002           0.011           0.012
  496498           0.000          -0.003          -0.004
  496499           0.001           0.007           0.019
  496500          -0.007           0.005           0.014
  496501          -0.009           0.010           0.022
  496502           0.013          -0.022          -0.048
  496503           0.025          -0.016          -0.052
  496504           0.014          -0.002          -0.011
  496505           0.004           0.022           0.031
  496506           0.006           0.005           0.011
  496507          -0.009           0.006           0.017
  496508          -0.005           0.007           0.012
  496509          -0.005           0.003           0.001
  496510           0.011          -0.006          -0.016
  496511          -0.003           0.015           0.019
  496512          -0.004           0.005          -0.002
  496513           0.000           0.005           0.007
  496514           0.011          -0.001          -0.019
  496515           0.000           0.018           0.041
  496516           0.002           0.006          -0.013
  496517          -0.004           0.012           0.008
  496518           0.002           0.010           0.001
  496519           0.011          -0.002          -0.023
  496520           0.005          -0.001          -0.020
  496521           0.002          -0.005          -0.024
  496522           0.023          -0.014          -0.044
  496523           0.009          -0.004          -0.015
  496524          -0.006          -0.002          -0.037
  496525           0.007          -0.007          -0.035
  496526           0.008           0.006          -0.016
  496527           0.005           0.006          -0.006
  496528           0.002           0.000          -0.019
  496529           0.002           0.006          -0.014
  496530          -0.003           0.027           0.024
  496531          -0.011           0.026           0.043
  496532          -0.011           0.011           0.015
  496533           0.007           0.008          -0.007
  496534          -0.002           0.007          -0.008
  496535           0.004           0.010           0.003
  496536           0.008           0.006           0.010
  496537           0.007           0.001          -0.023
  496538           0.004           0.014          -0.004
  496539           0.001           0.000          -0.007
  496540           0.006           0.007           0.010
  496541           0.016           0.004          -0.015
  496542           0.020           0.002          -0.017
  496543           0.008          -0.008          -0.010
  496544          -0.005          -0.005          -0.007
  496545           0.010          -0.016          -0.024
  496546           0.011          -0.019          -0.025
  496547           0.002          -0.003          -0.001
  496548           0.006          -0.006           0.004
  496549           0.001          -0.012          -0.014
  496550           0.010          -0.017          -0.026
  496551           0.013          -0.021          -0.051
  496552           0.000          -0.008          -0.012
  496553          -0.007           0.011           0.023
  496554           0.001           0.006           0.002
  496555           0.005           0.007          -0.007
  496556           0.000           0.015           0.008
  496557          -0.007           0.017           0.010
  496558          -0.010           0.006           0.012
  496559          -0.006           0.011           0.016
  496560           0.008          -0.016          -0.029
  496561           0.014          -0.009          -0.019
  496562           0.004          -0.003          -0.014
  496563           0.002          -0.002          -0.005
  496564           0.011          -0.003          -0.023
  496565          -0.002          -0.004           0.002
  496566           0.008          -0.011          -0.004
  496567           0.010          -0.013          -0.019
  496568           0.000          -0.010          -0.007
  496569          -0.004           0.000           0.021
  496570          -0.004           0.018           0.029
  496571           0.008           0.004          -0.008
  496572           0.003           0.000          -0.005
  496573           0.000          -0.014          -0.015
  496574          -0.003          -0.007          -0.007
  496575          -0.000          -0.012          -0.008
  496576           0.010          -0.016          -0.042
  496577          -0.007          -0.006          -0.004
  496578          -0.004          -0.014          -0.017
  496579          -0.022          -0.025           0.051
  496580          -0.008          -0.005           0.013
  496581           0.013           0.015          -0.005
  496582           0.009           0.005          -0.010
  496583           0.006           0.009          -0.018
  496584           0.005           0.007           0.015
  496585          -0.006          -0.013           0.019
  496586          -0.009           0.003           0.023
  496587          -0.010          -0.006           0.009
  496588           0.008          -0.004          -0.008
  496589           0.011          -0.007          -0.009
  496590           0.000          -0.001          -0.011
  496591          -0.007           0.004          -0.019
  496592           0.005          -0.001           0.009
  496593           0.004          -0.006           0.001
  496594           0.011          -0.014          -0.004
  496595           0.020          -0.009           0.034
  496596           0.007          -0.024          -0.004
  496597           0.011          -0.012           0.010
  496598           0.011          -0.014          -0.016
  496599           0.004           0.003           0.001
  496600           0.004          -0.022          -0.024
  496601           0.001          -0.011          -0.012
  496602           0.009          -0.021          -0.013
  496603          -0.038          -0.048           0.048
  496604          -0.008          -0.022          -0.002
  496605          -0.010          -0.006          -0.001
  496606          -0.003          -0.009          -0.014
  496607           0.006           0.013           0.014
  496608           0.015          -0.001           0.009
  496609           0.010          -0.009           0.003
  496610           0.003           0.006           0.011
  496611          -0.010           0.005           0.006
  496612           0.006          -0.008          -0.007
  496613          -0.003          -0.008           0.002
  496614           0.012          -0.014          -0.032
  496615           0.005          -0.006           0.000
  496616          -0.005          -0.010          -0.002
  496617          -0.007          -0.008          -0.019
  496618           0.005          -0.008          -0.035
  496619           0.020           0.004          -0.019
  496620          -0.002           0.008           0.001
  496621          -0.003          -0.006          -0.009
  496622          -0.002          -0.009           0.013
  496623           0.014          -0.010          -0.010
  496624           0.007          -0.013           0.015
  496625           0.013          -0.030          -0.031
  496626           0.002          -0.014          -0.012
  496627          -0.007          -0.006           0.007
  496628          -0.003          -0.002          -0.008
  496629           0.016          -0.007          -0.010
  496630           0.003          -0.014          -0.017
  496631           0.007          -0.011          -0.005
  496632           0.007          -0.007          -0.018
  496633          -0.005          -0.004          -0.016
  496634           0.001          -0.005           0.011
  496635          -0.009          -0.017          -0.004
  496636          -0.005          -0.004           0.000
  496637           0.005          -0.016          -0.003
  496638           0.012          -0.004           0.001
  496639           0.004           0.000           0.018
  496640           0.000           0.015           0.016
  496641           0.008          -0.006          -0.005
  496642           0.010          -0.007           0.006
  496643           0.010          -0.015          -0.020
  496644           0.012           0.000          -0.009
  496645           0.009          -0.012          -0.017
  496646           0.006          -0.005          -0.011
  496647          -0.006          -0.007          -0.017
  496648          -0.008           0.004           0.020
  496649          -0.004           0.006           0.011
  496650           0.004           0.004           0.002
  496651           0.001           0.012           0.017
  496652          -0.010           0.009          -0.002
  496653           0.001           0.006           0.016
  496654           0.006          -0.002          -0.011
  496655           0.004          -0.003          -0.008
  496656          -0.001           0.008           0.008
  496657          -0.004           0.008           0.013
  496658           0.009           0.006          -0.010
  496659           0.000          -0.005           0.003
  496660           0.005          -0.009          -0.015
  496661          -0.005           0.007           0.021
  496662          -0.004           0.003           0.014
  496663          -0.004           0.004          -0.002
  496664          -0.004           0.002           0.001
  496665           0.000           0.012           0.009
  496666           0.001           0.009           0.005
  496667          -0.011           0.017           0.026
  496668           0.004           0.011          -0.008
  496669          -0.001           0.007           0.002
  496670           0.012           0.003           0.006
  496671           0.002          -0.001          -0.003
  496672          -0.009          -0.001           0.002
  496673          -0.007          -0.006          -0.007
  496674           0.002          -0.003          -0.011
  496675          -0.006           0.005           0.003
  496676           0.001           0.004           0.015
  496677          -0.010           0.001           0.005
  496678           0.000           0.004           0.007
  496679           0.002           0.010           0.017
  496680           0.004           0.009          -0.001
  496681          -0.006          -0.003          -0.011
  496682           0.010          -0.001          -0.008
  496683           0.007          -0.001          -0.003
  496684           0.008           0.001           0.009
  496685           0.007           0.004          -0.011
  496686           0.009          -0.012          -0.027
  496687          -0.006           0.003          -0.005
  496688          -0.009           0.009          -0.007
  496689          -0.003          -0.001          -0.010
  496690           0.006           0.002           0.001
  496691           0.012          -0.001          -0.003
  496692           0.003          -0.007          -0.024
  496693           0.005          -0.001          -0.009
  496694          -0.005           0.004           0.002
  496695          -0.012           0.006           0.005
  496696          -0.015           0.002          -0.005
  496697          -0.005          -0.005          -0.012
  496698          -0.012           0.010           0.001
  496699          -0.019           0.022           0.023
  496700          -0.007           0.011          -0.004
  496701          -0.009           0.013          -0.001
  496702           0.000           0.006           0.005
  496703          -0.006           0.003          -0.004
  496704           0.007           0.010           0.004
  496705          -0.004           0.006           0.011
  496706          -0.002           0.002           0.009
  496707           0.004           0.004           0.016
  496708           0.001          -0.007          -0.010
  496709          -0.009           0.003           0.000
  496710           0.004          -0.008          -0.017
  496711          -0.010          -0.004          -0.004
  496712           0.008          -0.003          -0.010
  496713          -0.002           0.005           0.003
  496714          -0.001          -0.000          -0.002
  496715           0.006          -0.004           0.012
  496716           0.011          -0.005          -0.006
  496717          -0.007           0.012           0.016
  496718          -0.009           0.005          -0.011
  496719           0.005          -0.008          -0.020
  496720          -0.005          -0.010          -0.002
  496721           0.000           0.001           0.006
  496722          -0.005          -0.001           0.003
  496723          -0.005           0.004           0.004
  496724          -0.004          -0.002          -0.009
  496725          -0.003           0.006           0.002
  496726           0.008           0.015           0.004
  496727           0.012           0.020           0.017
  496728          -0.002          -0.005           0.005
  496729          -0.003           0.006          -0.005
  496730           0.006          -0.007          -0.019
  496731          -0.002           0.008           0.023
  496732          -0.002          -0.002           0.002
  496733          -0.001          -0.003          -0.015
  496734          -0.002           0.001           0.000
  496735           0.005           0.007          -0.002
  496736           0.005           0.005           0.004
  496737           0.000           0.008           0.029
  496738          -0.006           0.008           0.003
  496739          -0.009           0.003          -0.020
  496740           0.011          -0.006          -0.015
  496741          -0.005           0.001           0.003
  496742          -0.001           0.005           0.004
  496743           0.005           0.006           0.012
  496744          -0.001           0.000          -0.001
  496745          -0.004           0.002          -0.004
  496746          -0.014           0.011           0.000
  496747          -0.002           0.003           0.009
  496748           0.010          -0.001          -0.007
  496749           0.000          -0.008          -0.005
  496750           0.003          -0.014          -0.013
  496751           0.013          -0.002           0.004
  496752          -0.001           0.001           0.008
  496753           0.001           0.004           0.017
  496754           0.004          -0.010           0.006
  496755           0.006          -0.008           0.011
  496756          -0.006          -0.014          -0.002
  496757          -0.000          -0.016          -0.004
  496758           0.003          -0.010          -0.015
  496759          -0.002          -0.003          -0.009
  496760           0.010          -0.011          -0.021
  496761           0.001          -0.010          -0.012
  496762           0.007          -0.010          -0.015
  496763           0.006           0.003           0.016
  496764           0.007          -0.013          -0.021
  496765           0.005           0.000          -0.005
  496766           0.000          -0.002           0.005
  496767          -0.006          -0.011          -0.014
  496768           0.003          -0.007           0.006
  496769          -0.002          -0.003          -0.004
  496770           0.005          -0.003           0.000
  496771           0.000          -0.001           0.013
  496772           0.005          -0.005          -0.008
  496773          -0.006          -0.006           0.012
  496774          -0.004          -0.018          -0.030
  496775           0.002          -0.012          -0.009
  496776           0.004          -0.001           0.001
  496777           0.002          -0.006           0.002
  496778          -0.002          -0.009          -0.019
  496779          -0.001          -0.006          -0.005
  496780           0.015          -0.009          -0.014
  496781           0.002          -0.009          -0.002
  496782          -0.004           0.002          -0.015
  496783          -0.003           0.006           0.014
  496784          -0.007           0.009           0.020
  496785           0.004           0.003           0.001
  496786           0.006          -0.010          -0.002
  496787          -0.002          -0.005          -0.003
  496788           0.003          -0.010          -0.001
  496789           0.004          -0.006           0.008
  496790          -0.002          -0.007          -0.017
  496791           0.004          -0.011          -0.013
  496792           0.004          -0.012           0.001
  496793          -0.008          -0.004          -0.017
  496794          -0.007          -0.005          -0.019
  496795           0.011          -0.005          -0.018
  496796          -0.004           0.004          -0.009
  496797           0.001           0.014           0.021
  496798           0.006           0.008          -0.003
  496799          -0.007           0.020           0.029
  496800           0.007           0.017           0.033
  496801           0.014           0.004           0.001
  496802           0.010          -0.007          -0.005
  496803           0.004          -0.013          -0.014
  496804           0.001           0.005           0.009
  496805           0.002           0.016           0.038
  496806           0.006           0.016           0.019
  496807          -0.009           0.006          -0.003
  496808          -0.005           0.008           0.021
  496809           0.000          -0.001           0.004
  496810           0.001           0.003           0.001
  496811          -0.001           0.010           0.016
  496812           0.006          -0.001           0.004
  496813           0.008          -0.020          -0.032
  496814          -0.001           0.010           0.004
  496815           0.004           0.010           0.004
  496816          -0.001           0.016           0.033
  496817           0.002           0.021           0.040
  496818           0.010           0.003           0.018
