Epoch   v_north   v_east   v_up
  495808           0.000          -0.001           0.001
  495809          -0.002           0.004           0.002
  495810          -0.001          -0.001          -0.003
  495811          -0.001          -0.001           0.006
  495812           0.000           0.003           0.009
  495813          -0.001           0.002          -0.001
  495814           0.002           0.004           0.001
  495815          -0.001          -0.006          -0.008
  495816          -0.001          -0.004          -0.007
  495817           0.000           0.002           0.000
  495818          -0.001           0.004           0.007
  495819          -0.002           0.000           0.006
  495820           0.003          -0.000          -0.006
  495821          -0.005           0.001          -0.000
  495822          -0.001           0.002           0.011
  495823          -0.003          -0.001           0.007
  495824           0.008           0.001          -0.012
  495825          -0.003           0.001           0.005
  495826           0.000          -0.003          -0.009
  495827           0.003           0.002          -0.003
  495828          -0.002           0.000           0.002
  495829           0.004          -0.001          -0.001
  495830           0.003          -0.002          -0.003
  495831           0.001           0.006           0.012
  495832          -0.001           0.005           0.007
  495833          -0.004          -0.005          -0.013
  495834           0.002           0.005           0.016
  495835           0.000          -0.008          -0.007
  495836          -0.002           0.001           0.001
  495837          -0.006          -0.003          -0.007
  495838           0.006           0.007           0.013
  495839           0.002          -0.004          -0.009
  495840          -0.003          -0.000          -0.000
  495841          -0.001          -0.000           0.008
  495842           0.001           0.002           0.006
  495843           0.002          -0.003          -0.011
  495844          -0.003           0.002           0.007
  495845           0.001           0.000          -0.008
  495846          -0.003           0.001           0.010
  495847          -0.000          -0.006          -0.006
  495848           0.001           0.002          -0.002
  495849          -0.002          -0.001           0.003
  495850           0.001          -0.002           0.003
  495851           0.001           0.005           0.000
  495852          -0.001          -0.001           0.001
  495853           0.001          -0.001          -0.002
  495854          -0.001           0.003           0.007
  495855          -0.001           0.003           0.003
  495856          -0.000           0.001           0.000
  495857           0.001          -0.000           0.005
  495858          -0.007           0.001          -0.001
  495859           0.005          -0.001           0.005
  495860          -0.001          -0.002          -0.009
  495861           0.000          -0.001          -0.010
  495862          -0.006           0.001           0.001
  495863           0.002           0.000          -0.000
  495864           0.002           0.000           0.002
  495865          -0.001          -0.001          -0.003
  495866           0.001           0.006           0.009
  495867          -0.002           0.000          -0.004
  495868           0.000          -0.003          -0.003
  495869           0.002          -0.001           0.000
  495870           0.001           0.002           0.006
  495871           0.002           0.003           0.001
  495872          -0.002           0.001           0.008
  495873          -0.001          -0.001          -0.006
  495874          -0.004          -0.001          -0.005
  495875           0.006          -0.003          -0.015
  495876          -0.002           0.001           0.003
  495877           0.003           0.007           0.010
  495878          -0.005          -0.001           0.006
  495879           0.004           0.001          -0.007
  495880          -0.002          -0.001           0.003
  495881           0.001          -0.001          -0.006
  495882           0.002           0.001           0.002
  495883           0.003           0.001           0.003
  495884           0.001           0.004           0.005
  495885           0.002           0.001          -0.001
  495886          -0.002          -0.001          -0.001
  495887          -0.001          -0.004          -0.008
  495888          -0.003           0.000          -0.004
  495889           0.000          -0.002           0.005
  495890          -0.005          -0.002           0.003
  495891          -0.000           0.004           0.005
  495892           0.003           0.006           0.005
  495893           0.002           0.001           0.003
  495894           0.006           0.002          -0.002
  495895          -0.004           0.000           0.008
  495896          -0.002          -0.003          -0.008
  495897          -0.002           0.003           0.001
  495898           0.000           0.002          -0.000
  495899           0.002           0.002           0.011
  495900          -0.003           0.003           0.011
  495901           0.002           0.002           0.005
  495902          -0.002          -0.001          -0.003
  495903           0.003          -0.003          -0.007
  495904           0.002           0.000          -0.005
  495905          -0.000           0.005           0.006
  495906           0.000          -0.003          -0.000
  495907          -0.002          -0.004          -0.015
  495908           0.002          -0.002           0.002
  495909           0.005          -0.003          -0.015
  495910           0.002           0.004           0.006
  495911           0.004           0.002          -0.011
  495912          -0.008          -0.001           0.021
  495913          -0.006          -0.001           0.003
  495914           0.031           0.006          -0.011
  495915           0.007           0.004           0.005
  495916           0.002           0.004           0.008
  495917           0.001          -0.000          -0.014
  495918          -0.012           0.006          -0.015
  495919          -0.016          -0.004           0.042
  495920          -0.013           0.001           0.021
  495921          -0.000           0.003           0.013
  495922           0.001          -0.004           0.004
  495923           0.001          -0.002          -0.015
  495924           0.002          -0.001          -0.002
  495925           0.001          -0.001          -0.005
  495926          -0.001           0.004           0.004
  495927          -0.008           0.002           0.013
  495928           0.005           0.002           0.005
  495929          -0.003           0.005           0.010
  495930           0.003          -0.002          -0.011
  495931          -0.001          -0.001           0.006
  495932          -0.006           0.002           0.016
  495933           0.007          -0.001          -0.008
  495934          -0.006           0.002           0.008
  495935           0.007          -0.001          -0.000
  495936          -0.007           0.004           0.008
  495937           0.002          -0.003          -0.002
  495938           0.001          -0.001          -0.001
  495939          -0.003          -0.000          -0.006
  495940           0.004           0.004           0.014
  495941          -0.002           0.001           0.004
  495942          -0.004          -0.009          -0.013
  495943           0.004           0.003           0.004
  495944           0.003           0.001           0.009
  495945           0.002          -0.002          -0.003
  495946          -0.003           0.004           0.007
  495947           0.000           0.002           0.011
  495948           0.003          -0.005          -0.013
  495949          -0.001          -0.008          -0.019
  495950           0.006           0.003           0.005
  495951          -0.002          -0.003           0.005
  495952          -0.008           0.002           0.005
  495953          -0.002           0.003          -0.002
  495954           0.007           0.002          -0.005
  495955           0.005          -0.003          -0.013
  495956          -0.002           0.002           0.004
  495957          -0.008           0.003           0.017
  495958          -0.001          -0.001           0.003
  495959           0.002          -0.001          -0.001
  495960           0.003           0.003           0.007
  495961          -0.004          -0.003          -0.013
  495962          -0.002           0.004           0.008
  495963           0.001          -0.002          -0.007
  495964           0.000          -0.002           0.006
  495965          -0.002           0.001          -0.003
  495966           0.002          -0.004          -0.009
  495967           0.000           0.006           0.011
  495968          -0.002           0.001           0.001
  495969           0.004          -0.003          -0.003
  495970           0.000           0.001           0.004
  495971           0.013          -0.020          -0.049
  495972           0.002           0.001           0.005
  495973           0.001          -0.001          -0.009
  495974          -0.002           0.001           0.007
  495975          -0.003           0.000          -0.003
  495976           0.002          -0.002           0.000
  495977           0.002          -0.002          -0.014
  495978          -0.002           0.001           0.001
  495979           0.000           0.000           0.009
  495980           0.004          -0.002          -0.007
  495981           0.003          -0.000           0.006
  495982          -0.001           0.005           0.012
  495983          -0.008           0.006           0.019
  495984          -0.009           0.006           0.018
  495985           0.003          -0.002          -0.000
  495986          -0.004          -0.002          -0.005
  495987          -0.004           0.004           0.013
  495988           0.010          -0.004          -0.024
  495989           0.002          -0.003          -0.006
  495990           0.001           0.002          -0.002
  495991          -0.000          -0.006          -0.012
  495992           0.000           0.000          -0.003
  495993          -0.000           0.001          -0.006
  495994          -0.001          -0.002          -0.005
  495995           0.006          -0.002          -0.009
  495996           0.001           0.002           0.002
  495997          -0.006           0.005           0.018
  495998          -0.001           0.001          -0.001
  495999          -0.009           0.003           0.010
  496000           0.004           0.001          -0.003
  496001           0.001          -0.005           0.002
  496002           0.006           0.005          -0.004
  496003          -0.005          -0.005          -0.000
  496004           0.006           0.002           0.002
  496005          -0.005           0.001           0.008
  496006           0.005          -0.005          -0.017
  496007           0.001           0.003           0.002
  496008          -0.003          -0.002           0.001
  496009           0.001           0.003           0.006
  496010           0.004           0.004           0.007
  496011          -0.004          -0.001           0.006
  496012          -0.005          -0.001           0.011
  496013           0.003           0.003           0.009
  496014           0.005          -0.006          -0.012
  496015           0.003          -0.005          -0.016
  496016          -0.003           0.003           0.004
  496017          -0.003          -0.003          -0.008
  496018          -0.002          -0.000           0.009
  496019           0.000           0.003           0.003
  496020          -0.002           0.003          -0.002
  496021           0.004          -0.000           0.004
  496022          -0.008          -0.001           0.004
  496023           0.005          -0.004          -0.025
  496024          -0.002           0.001          -0.004
  496025          -0.001           0.000           0.013
  496026          -0.004          -0.000           0.004
  496027           0.002           0.000          -0.001
  496028          -0.001          -0.000           0.009
  496029           0.001           0.003           0.005
  496030           0.001          -0.002          -0.006
  496031           0.004           0.002          -0.008
  496032           0.003           0.002           0.002
  496033           0.000          -0.004          -0.006
  496034           0.000           0.002           0.004
  496035           0.003          -0.001          -0.002
  496036          -0.003           0.002           0.006
  496037          -0.009          -0.003          -0.002
  496038          -0.001          -0.001          -0.005
  496039           0.003          -0.003          -0.004
  496040          -0.003           0.007           0.014
  496041          -0.006          -0.005          -0.013
  496042           0.005          -0.002          -0.002
  496043           0.001           0.003           0.000
  496044           0.000          -0.002           0.003
  496045          -0.004          -0.001           0.009
  496046           0.004          -0.001          -0.005
  496047           0.005          -0.001          -0.012
  496048          -0.000           0.006           0.007
  496049           0.001           0.002           0.004
  496050          -0.002          -0.001           0.004
  496051          -0.005          -0.004          -0.009
  496052           0.002           0.004           0.006
  496053           0.000          -0.003           0.001
  496054           0.005          -0.002          -0.014
  496055          -0.000          -0.003          -0.006
  496056           0.000           0.006           0.012
  496057          -0.005           0.000          -0.002
  496058          -0.003          -0.000           0.003
  496059           0.005           0.003           0.006
  496060          -0.003          -0.001          -0.006
  496061          -0.003          -0.001           0.000
  496062          -0.001           0.002          -0.006
  496063           0.002          -0.002           0.002
  496064          -0.001          -0.002          -0.006
  496065           0.002           0.000           0.008
  496066          -0.004           0.003           0.005
  496067          -0.001          -0.000           0.002
  496068           0.004          -0.000          -0.001
  496069           0.001           0.002           0.004
  496070           0.002          -0.001          -0.002
  496071          -0.004          -0.001           0.007
  496072          -0.002           0.002           0.008
  496073           0.002           0.001           0.000
  496074           0.003          -0.004          -0.017
  496075           0.002           0.000           0.004
  496076           0.001          -0.001          -0.017
  496077          -0.002          -0.002           0.000
  496078          -0.001          -0.000          -0.007
  496079          -0.002           0.006           0.011
  496080           0.007           0.001          -0.000
  496081          -0.007           0.006           0.022
  496082           0.001           0.001          -0.006
  496083          -0.006          -0.003          -0.004
  496084           0.001          -0.001           0.001
  496085           0.008          -0.002          -0.014
  496086           0.002           0.002          -0.005
  496087          -0.001          -0.002          -0.007
  496088          -0.000          -0.002           0.011
  496089           0.006           0.004          -0.007
  496090           0.003          -0.000          -0.003
  496091          -0.003           0.000           0.009
  496092           0.004          -0.006          -0.026
  496093          -0.000           0.004           0.007
  496094          -0.007           0.006           0.016
  496095          -0.009          -0.002           0.013
  496096          -0.001          -0.009          -0.012
  496097           0.003           0.005           0.000
  496098           0.005           0.005          -0.002
  496099          -0.002           0.004           0.011
  496100          -0.001           0.001           0.010
  496101           0.004          -0.000          -0.010
  496102          -0.002          -0.001           0.003
  496103           0.002          -0.002          -0.011
  496104           0.001           0.001          -0.005
  496105          -0.004          -0.001          -0.007
  496106           0.002           0.002           0.003
  496107           0.003          -0.002          -0.004
  496108          -0.004           0.000          -0.003
  496109          -0.000          -0.002          -0.000
  496110           0.002           0.001           0.002
  496111          -0.003          -0.002          -0.004
  496112          -0.003           0.003           0.003
  496113          -0.001          -0.000          -0.002
  496114           0.003           0.003           0.002
  496115           0.002           0.000          -0.001
  496116          -0.005           0.002           0.009
  496117           0.007          -0.004          -0.019
  496118           0.002          -0.003          -0.005
  496119          -0.003          -0.002          -0.006
  496120          -0.001           0.002           0.009
  496121           0.004          -0.003          -0.009
  496122           0.002          -0.001           0.003
  496123           0.002          -0.007          -0.015
  496124           0.002          -0.003          -0.011
  496125          -0.005           0.003           0.016
  496126          -0.010           0.003           0.019
  496127           0.003          -0.002          -0.009
  496128          -0.002          -0.000          -0.008
  496129          -0.004           0.000           0.004
  496130          -0.006           0.003           0.005
  496131          -0.003          -0.001           0.005
  496132           0.000           0.005           0.018
  496133           0.002          -0.002          -0.011
  496134           0.000          -0.000          -0.009
  496135           0.002           0.005           0.004
  496136          -0.000          -0.001          -0.019
  496137           0.004          -0.004           0.003
  496138           0.006           0.002          -0.003
  496139          -0.002           0.005           0.019
  496140          -0.001          -0.002           0.003
  496141           0.005          -0.004          -0.016
  496142          -0.003           0.002           0.005
  496143          -0.001           0.005           0.016
  496144          -0.002           0.000           0.000
  496145           0.003           0.003           0.004
  496146          -0.002           0.003           0.000
  496147          -0.002          -0.002           0.004
  496148          -0.003          -0.001          -0.000
  496149           0.001          -0.001          -0.004
  496150          -0.004           0.004           0.008
  496151           0.003          -0.001           0.003
  496152           0.003          -0.002          -0.007
  496153          -0.000          -0.002          -0.007
  496154           0.001           0.000          -0.001
  496155           0.001          -0.001           0.002
  496156          -0.001          -0.002          -0.003
  496157           0.005           0.003          -0.001
  496158          -0.003           0.001           0.015
  496159           0.002          -0.003          -0.001
  496160           0.001           0.002          -0.003
  496161           0.001          -0.000          -0.010
  496162          -0.002           0.004           0.010
  496163          -0.001           0.001           0.001
  496164          -0.001          -0.003          -0.006
  496165          -0.002           0.004           0.013
  496166           0.001          -0.000          -0.006
  496167          -0.005          -0.001           0.002
  496168           0.006          -0.002          -0.005
  496169          -0.000          -0.004          -0.020
  496170           0.002          -0.000           0.004
  496171          -0.010           0.003           0.005
  496172          -0.004           0.002           0.007
  496173          -0.000          -0.003          -0.009
  496174           0.003          -0.001          -0.002
  496175           0.004          -0.001           0.005
  496176           0.003           0.001          -0.000
  496177          -0.001          -0.002          -0.009
  496178          -0.003          -0.001           0.003
  496179          -0.001           0.002           0.002
  496180           0.000          -0.001           0.001
  496181           0.002           0.001           0.003
  496182          -0.001           0.002          -0.000
  496183           0.001          -0.001          -0.003
  496184           0.006           0.001          -0.002
  496185          -0.001           0.001           0.008
  496186           0.001           0.001          -0.000
  496187          -0.004           0.004           0.014
  496188          -0.001          -0.002          -0.005
  496189          -0.001          -0.004          -0.007
  496190           0.003           0.005           0.003
  496191           0.003           0.000          -0.006
  496192          -0.002          -0.001          -0.003
  496193          -0.003           0.001           0.002
  496194           0.004          -0.002          -0.002
  496195           0.001          -0.002          -0.001
  496196          -0.001           0.004           0.022
  496197          -0.004           0.003           0.002
  496198           0.002           0.002          -0.001
  496199          -0.001          -0.004          -0.016
  496200           0.001           0.003           0.008
  496201          -0.005           0.003           0.007
  496202           0.006          -0.002          -0.004
  496203          -0.001           0.001           0.005
  496204          -0.001          -0.004          -0.005
  496205          -0.001          -0.002           0.006
  496206          -0.000          -0.000          -0.004
  496207          -0.003          -0.001           0.003
  496208           0.005           0.002          -0.007
  496209          -0.001           0.002          -0.000
  496210           0.000          -0.002          -0.003
  496211           0.001          -0.002           0.003
  496212          -0.002          -0.000          -0.001
  496213           0.001          -0.003          -0.011
  496214           0.001           0.004          -0.003
  496215          -0.000          -0.001           0.004
  496216          -0.000          -0.002          -0.002
  496217           0.004           0.000          -0.001
  496218          -0.001          -0.001           0.001
  496219          -0.001          -0.002           0.002
  496220          -0.005           0.002           0.012
  496221           0.000           0.002          -0.000
  496222           0.000          -0.002          -0.006
  496223           0.000          -0.004          -0.010
  496224          -0.000           0.002           0.015
  496225           0.001           0.006           0.003
  496226           0.001           0.001           0.003
  496227          -0.001          -0.003          -0.008
  496228          -0.005           0.000           0.012
  496229          -0.000          -0.002          -0.011
  496230           0.008          -0.001          -0.006
  496231          -0.001          -0.001           0.004
  496232          -0.003          -0.001          -0.005
  496233          -0.003          -0.004          -0.012
  496234          -0.004           0.006           0.009
  496235           0.004          -0.005          -0.010
  496236          -0.002           0.003           0.005
  496237           0.001          -0.002          -0.007
  496238           0.003          -0.002          -0.007
  496239          -0.004           0.007           0.012
  496240          -0.002          -0.002          -0.004
  496241           0.002          -0.001          -0.002
  496242          -0.003          -0.000          -0.001
  496243           0.001           0.003           0.005
  496244           0.006          -0.006          -0.012
  496245           0.002           0.001           0.002
  496246          -0.002          -0.001           0.005
  496247          -0.004           0.001           0.001
  496248           0.001          -0.001          -0.001
  496249           0.001          -0.001          -0.006
  496250          -0.002          -0.000           0.003
  496251           0.003           0.001          -0.006
  496252           0.004          -0.001          -0.009
  496253          -0.002          -0.006          -0.016
  496254           0.000          -0.002          -0.002
  496255          -0.003           0.005           0.019
  496256           0.004          -0.000          -0.005
  496257           0.000          -0.002          -0.006
  496258          -0.002          -0.001          -0.002
  496259          -0.001           0.003           0.002
  496260           0.006          -0.005          -0.019
  496261          -0.005           0.006           0.019
  496262          -0.004          -0.002          -0.000
  496263           0.005          -0.005          -0.012
  496264          -0.000          -0.002          -0.006
  496265           0.001           0.003          -0.000
  496266          -0.004           0.003           0.013
  496267          -0.004           0.002           0.003
  496268           0.005          -0.004          -0.011
  496269          -0.004           0.001          -0.002
  496270          -0.002           0.000          -0.004
  496271           0.001           0.006           0.020
  496272          -0.003           0.004           0.012
  496273          -0.002           0.002          -0.001
  496274           0.006          -0.003          -0.013
  496275           0.001          -0.003           0.002
  496276          -0.002          -0.001           0.007
  496277          -0.001           0.007           0.016
  496278           0.002          -0.004          -0.011
  496279           0.001           0.007           0.021
  496280           0.004          -0.004          -0.013
  496281          -0.002          -0.005          -0.005
  496282           0.000           0.000          -0.001
  496283           0.005          -0.004          -0.013
  496284           0.002           0.001          -0.007
  496285          -0.001           0.004           0.004
  496286          -0.003          -0.002           0.000
  496287           0.003          -0.003          -0.011
  496288          -0.000          -0.000           0.002
  496289          -0.000           0.005           0.011
  496290           0.001           0.001           0.008
  496291           0.001          -0.004          -0.012
  496292           0.007          -0.012          -0.035
  496293          -0.001           0.005           0.007
  496294           0.003          -0.006          -0.008
  496295          -0.005          -0.004          -0.005
  496296           0.002          -0.003          -0.003
  496297           0.001          -0.002          -0.003
  496298          -0.004           0.006           0.016
  496299           0.010          -0.007          -0.025
  496300          -0.007           0.004           0.025
  496301          -0.002           0.002           0.000
  496302          -0.002           0.003           0.012
  496303          -0.001          -0.002          -0.004
  496304          -0.002           0.003           0.015
  496305           0.004           0.002          -0.008
  496306           0.003          -0.004          -0.010
  496307          -0.005           0.003           0.005
  496308           0.006           0.001           0.006
  496309          -0.003           0.001           0.010
  496310          -0.005           0.008           0.016
  496311           0.009          -0.005          -0.019
  496312           0.003          -0.000          -0.006
  496313           0.000          -0.000          -0.013
  496314           0.004          -0.000          -0.004
  496315           0.003          -0.001          -0.005
  496316          -0.003           0.007           0.019
  496317          -0.001          -0.001           0.004
  496318          -0.002          -0.003          -0.011
  496319          -0.002           0.001           0.010
  496320          -0.000           0.002          -0.005
  496321          -0.001          -0.004           0.003
  496322          -0.002           0.007           0.014
  496323           0.002           0.001          -0.004
  496324           0.005          -0.002          -0.003
  496325          -0.002          -0.004          -0.015
  496326           0.002          -0.001           0.001
  496327           0.004           0.003          -0.005
  496328          -0.000          -0.001           0.003
  496329           0.001          -0.003          -0.006
  496330           0.000           0.000          -0.002
  496331           0.005           0.000          -0.017
  496332          -0.005          -0.000           0.004
  496333          -0.003           0.003           0.018
  496334          -0.001          -0.003          -0.002
  496335           0.001          -0.003          -0.010
  496336           0.001           0.001           0.005
  496337          -0.007           0.002           0.011
  496338           0.001           0.002           0.006
  496339           0.000          -0.000          -0.001
  496340           0.001          -0.002           0.000
  496341          -0.002           0.003           0.008
  496342          -0.003           0.003           0.005
  496343           0.001           0.004           0.005
  496344           0.004          -0.003          -0.003
  496345          -0.001          -0.001          -0.007
  496346           0.001           0.000          -0.003
  496347          -0.003           0.003           0.014
  496348           0.006           0.001          -0.001
  496349           0.003          -0.007          -0.017
  496350          -0.001           0.004           0.008
  496351          -0.005           0.000           0.004
  496352          -0.001           0.004           0.008
  496353           0.004          -0.004           0.000
  496354          -0.004          -0.001           0.001
  496355           0.002          -0.006          -0.021
  496356           0.000          -0.001          -0.006
  496357          -0.003           0.005           0.013
  496358           0.001          -0.001          -0.005
  496359           0.003           0.001           0.003
  496360          -0.005           0.002           0.007
  496361           0.005           0.003           0.004
  496362           0.002          -0.003          -0.015
  496363          -0.001          -0.002          -0.003
  496364           0.001           0.004           0.004
  496365           0.001          -0.003           0.001
  496366          -0.002          -0.002           0.001
  496367          -0.001           0.007           0.012
  496368           0.001          -0.004          -0.011
  496369           0.000          -0.001           0.001
  496370           0.000           0.000          -0.001
  496371           0.002           0.004           0.005
  496372          -0.005           0.001           0.005
  496373          -0.002           0.000          -0.005
  496374          -0.003           0.001           0.009
  496375           0.004          -0.002          -0.012
  496376           0.002           0.004           0.010
  496377           0.006          -0.001          -0.011
  496378          -0.002           0.001           0.006
  496379           0.001           0.002           0.009
  496380          -0.001          -0.006          -0.015
  496381           0.005          -0.001          -0.004
  496382          -0.004          -0.003           0.001
  496383           0.001          -0.000          -0.002
  496384          -0.004           0.006           0.012
  496385          -0.001          -0.000           0.005
  496386          -0.000          -0.000          -0.006
  496387          -0.001           0.001          -0.001
  496388          -0.004           0.002          -0.000
  496389           0.001          -0.003          -0.007
  496390           0.003          -0.000          -0.007
  496391           0.000           0.006           0.013
  496392          -0.003           0.003           0.011
  496393          -0.002           0.002           0.007
  496394           0.002           0.001          -0.001
  496395          -0.000          -0.005          -0.004
  496396           0.004           0.000          -0.001
  496397           0.002           0.000           0.002
  496398           0.000           0.002           0.000
  496399          -0.001          -0.003          -0.002
  496400           0.000           0.000           0.002
  496401          -0.002          -0.000          -0.005
  496402           0.001          -0.002          -0.006
  496403          -0.000          -0.003          -0.012
  496404           0.002           0.001          -0.003
  496405          -0.002          -0.004          -0.006
  496406           0.000           0.002           0.014
  496407          -0.002           0.008           0.005
  496408          -0.001          -0.005          -0.002
  496409           0.004           0.000          -0.003
  496410          -0.003           0.002           0.020
  496411           0.002          -0.005          -0.009
  496412          -0.001           0.001           0.004
  496413           0.002          -0.000          -0.005
  496414           0.000          -0.001          -0.007
  496415          -0.002           0.002          -0.003
  496416          -0.001           0.003           0.007
  496417           0.004           0.001           0.008
  496418          -0.004          -0.003          -0.012
  496419          -0.005           0.004           0.024
  496420          -0.004           0.000          -0.012
  496421           0.004          -0.005          -0.014
  496422           0.001           0.003           0.001
  496423           0.008           0.003           0.014
  496424           0.001          -0.001          -0.003
  496425          -0.004          -0.000           0.004
  496426           0.000          -0.001           0.006
  496427          -0.004          -0.003          -0.006
  496428           0.001           0.001          -0.007
  496429           0.002          -0.001          -0.004
  496430          -0.000          -0.004           0.001
  496431          -0.001           0.004           0.013
  496432          -0.002          -0.003          -0.008
  496433           0.006          -0.006          -0.020
  496434          -0.005           0.002           0.005
  496435          -0.004           0.007           0.022
  496436          -0.010           0.007           0.027
  496437           0.001          -0.002          -0.008
  496438           0.003          -0.002          -0.009
  496439           0.006          -0.000          -0.002
  496440           0.008          -0.007          -0.016
  496441          -0.003          -0.001           0.001
  496444          -0.003           0.003           0.011
  496445           0.003          -0.006          -0.017
  496446           0.000           0.003           0.006
  496447           0.000          -0.000          -0.005
  496448          -0.000          -0.002          -0.001
  496449           0.003          -0.002          -0.001
  496450          -0.001           0.001           0.005
  496451          -0.002           0.000           0.007
  496452          -0.002           0.003           0.006
  496453          -0.001           0.001           0.000
  496454           0.005          -0.001          -0.010
  496455           0.005           0.006           0.003
  496456          -0.001          -0.006          -0.005
  496457           0.000           0.001          -0.006
  496459           0.001          -0.001          -0.003
  496460          -0.007           0.001           0.010
  496461           0.003          -0.002          -0.010
  496462           0.006           0.000           0.009
  496463           0.001          -0.002           0.003
  496464          -0.002          -0.005          -0.006
  496465          -0.001           0.001           0.009
  496466          -0.005           0.004           0.019
  496467          -0.007           0.004           0.012
  496468          -0.002          -0.001           0.001
  496469           0.005          -0.004          -0.006
  496470           0.001           0.002          -0.001
  496471          -0.002           0.003           0.011
  496472           0.009          -0.009          -0.035
  496473          -0.004           0.004           0.020
