Epoch   v_north   v_east   v_up
  497340          -0.002          -0.040           0.004
  497341           0.056          -0.101          -0.009
  497342           0.049          -0.056           0.002
  497343           0.047          -0.031          -0.013
  497344           0.034          -0.006           0.005
  497345           0.035           0.019          -0.006
  497346           0.032           0.029           0.010
  497347           0.027           0.024           0.012
  497348           0.023           0.033           0.012
  497349           0.021           0.025          -0.011
  497350           0.026           0.033          -0.004
  497351           0.005           0.041          -0.012
  497352           0.133          -0.059           0.001
  497353           0.180          -0.023           0.031
  497354           0.126           0.051          -0.016
  497355           0.142           0.010          -0.002
  497356           0.098          -0.082           0.007
  497357           0.045          -0.083           0.000
  497358           0.027          -0.076          -0.018
  497359           0.013          -0.067           0.011
  497360          -0.005          -0.062           0.012
  497361          -0.004          -0.059          -0.011
  497362          -0.015          -0.041          -0.012
  497363          -0.020          -0.035          -0.023
  497364          -0.015          -0.037           0.007
  497365          -0.011          -0.030           0.000
  497366          -0.003          -0.020          -0.002
  497367          -0.016          -0.018           0.013
  497368          -0.015          -0.013           0.005
  497369          -0.010          -0.011          -0.018
  497370          -0.015          -0.013           0.005
  497371          -0.010           0.000           0.009
  497372           0.001           0.000          -0.005
  497373          -0.007          -0.001          -0.001
  497374          -0.005           0.005           0.005
  497375          -0.004          -0.002          -0.012
  497376          -0.005          -0.002           0.004
  497377          -0.011           0.005           0.013
  497378          -0.007          -0.002          -0.012
  497379          -0.005          -0.007          -0.004
  497380          -0.007           0.003           0.010
  497381          -0.002           0.004           0.004
  497382          -0.011          -0.001          -0.004
  497383          -0.007          -0.005           0.011
  497384          -0.005          -0.010          -0.003
  497385          -0.004          -0.008           0.002
  497386           0.002          -0.005          -0.002
  497387          -0.002          -0.012          -0.003
  497388          -0.006          -0.003           0.010
  497389          -0.010          -0.016          -0.010
  497390          -0.087          -0.072          -0.003
  497391          -0.119          -0.104          -0.018
  497392          -0.121          -0.087          -0.015
  497393          -0.076          -0.035           0.006
  497394          -0.062          -0.019           0.010
  497395          -0.035          -0.027          -0.006
  497396           0.005          -0.032          -0.003
  497397           0.034           0.038          -0.012
  497398           0.045           0.068          -0.013
  497399           0.026           0.049           0.001
  497400           0.002           0.045           0.017
  497401          -0.020           0.031           0.003
  497402          -0.025           0.033          -0.001
  497403          -0.029           0.036           0.003
  497404          -0.030           0.047           0.008
  497405          -0.028           0.031          -0.015
  497406          -0.018           0.028           0.007
  497407          -0.003           0.012          -0.007
  497408          -0.005           0.006          -0.005
  497409          -0.005           0.011          -0.009
  497410           0.003           0.008          -0.004
  497411           0.011          -0.002           0.011
  497412           0.007          -0.004          -0.010
  497413           0.002          -0.001          -0.004
  497414           0.002          -0.003          -0.002
  497415           0.004          -0.009          -0.007
  497416           0.006          -0.005           0.000
  497417          -0.001          -0.009           0.003
  497418          -0.004          -0.015          -0.005
  497419           0.005          -0.002           0.012
  497420           0.006          -0.001           0.008
  497421           0.016          -0.003          -0.018
  497422           0.002          -0.006          -0.003
  497423           0.006          -0.011          -0.013
  497424           0.006          -0.005           0.001
  497425           0.010          -0.001           0.008
  497426           0.012          -0.007          -0.001
  497427           0.003          -0.002           0.009
  497428           0.002           0.000          -0.005
  497429           0.004          -0.011           0.007
  497430          -0.110          -0.189          -0.005
  497431           0.331          -0.206           0.001
  497432           0.548           0.264          -0.015
  497433           0.087           0.490           0.006
  497434           0.068           0.179          -0.009
  497435           0.031          -0.046           0.012
  497436           0.021          -0.212           0.029
  497437          -0.012          -0.241           0.004
  497438          -0.033          -0.153          -0.016
  497439          -0.061          -0.137           0.002
  497440          -0.109          -0.128          -0.007
  497441          -0.112          -0.099          -0.009
  497442          -0.080          -0.079          -0.007
  497443          -0.030          -0.040          -0.007
  497444           0.028          -0.003          -0.006
  497445           0.042           0.012          -0.006
  497446           0.053           0.024           0.007
  497447           0.052           0.031           0.003
  497448           0.057           0.029          -0.001
  497449          -0.115           0.090          -0.008
  497450          -0.286           0.034           0.010
  497451          -0.308           0.081           0.010
  497452          -0.261           0.201           0.000
  497453          -0.244           0.218           0.013
  497454          -0.142           0.162          -0.031
  497455          -0.082           0.105          -0.014
  497456          -0.068           0.003          -0.001
  497457          -0.053          -0.067           0.001
  497458          -0.014          -0.101          -0.010
  497459           0.013          -0.084           0.005
  497460           0.013          -0.069           0.001
  497461           0.020          -0.060           0.009
  497462           0.025          -0.031           0.011
  497463           0.009          -0.023          -0.004
  497464           0.004          -0.006           0.003
  497465           0.006          -0.001           0.010
  497466           0.006           0.002          -0.002
  497467           0.003           0.011          -0.007
  497468          -0.017           0.014          -0.012
  497469          -0.004          -0.006          -0.016
  497470          -0.011           0.002          -0.005
  497471          -0.002          -0.003          -0.004
  497472          -0.005          -0.012          -0.001
  497473          -0.007          -0.001           0.003
  497474           0.016          -0.004           0.003
  497475           0.002           0.010           0.005
  497476          -0.007           0.008          -0.003
  497477          -0.012           0.021           0.001
  497478          -0.010           0.017          -0.005
  497479          -0.002           0.023          -0.001
  497480          -0.007           0.002           0.003
  497481          -0.006          -0.011           0.002
  497482           0.007          -0.010          -0.002
  497483           0.010          -0.002           0.001
  497484          -0.002           0.001          -0.010
  497485          -0.008          -0.006           0.000
  497486          -0.002          -0.003           0.006
  497487           0.000           0.007           0.010
  497488          -0.002          -0.004          -0.008
  497489          -0.002           0.009           0.003
  497490          -0.008           0.008          -0.006
  497491           0.009           0.000          -0.010
  497492           0.006          -0.006           0.007
  497493           0.008          -0.018           0.003
  497494           0.006           0.005           0.006
  497495          -0.002           0.002          -0.003
  497496           0.007          -0.003           0.012
  497497           0.015          -0.016          -0.009
  497498           0.022          -0.015          -0.002
  497499           0.008          -0.011           0.010
  497500           0.003           0.002           0.004
  497501          -0.004           0.000          -0.006
  497502          -0.013           0.004          -0.002
  497503          -0.003           0.005           0.004
  497504           0.001           0.002          -0.003
  497505           0.005           0.010          -0.004
  497506           0.036          -0.049           0.007
  497507           0.196          -0.278          -0.008
  497508           0.447          -0.213          -0.005
  497509           0.537           0.064          -0.001
  497510           0.432           0.434          -0.009
  497511           0.008           0.459           0.003
  497512          -0.011           0.095          -0.009
  497513           0.001          -0.149           0.008
  497514          -0.016          -0.237          -0.003
  497515          -0.042          -0.208           0.001
  497516          -0.061          -0.142           0.008
  497517          -0.026          -0.099          -0.001
  497518           0.210           0.163          -0.035
  497519           0.119           0.493          -0.018
  497520          -0.262           0.470           0.003
  497521          -0.208           0.250          -0.003
  497522          -0.092           0.052           0.013
  497523           0.065          -0.025           0.012
  497524           0.154          -0.059          -0.003
  497525           0.133          -0.066          -0.007
  497526           0.089          -0.057           0.019
  497527           0.069          -0.065           0.007
  497528           0.056          -0.068          -0.011
  497529           0.040          -0.051          -0.004
  497530           0.021          -0.021          -0.003
  497531           0.021          -0.013           0.000
  497532           0.009           0.005           0.005
  497533          -0.005           0.012          -0.005
  497534          -0.008           0.024           0.010
  497535          -0.030           0.011          -0.003
  497536          -0.024           0.010           0.001
  497537          -0.019           0.011          -0.006
  497538          -0.007           0.012           0.004
  497539           0.001          -0.001          -0.016
  497540           0.008           0.001           0.002
  497541          -0.004          -0.001          -0.006
  497542           0.011          -0.004           0.005
  497543           0.003          -0.006           0.005
  497544           0.012          -0.008           0.000
  497545           0.008          -0.004           0.006
  497546           0.012           0.004           0.014
  497547          -0.006           0.007           0.004
  497548          -0.008           0.003           0.007
  497549          -0.001           0.004          -0.005
  497550          -0.005           0.015           0.006
  497551          -0.010           0.009           0.001
  497552           0.005           0.011          -0.008
  497553           0.010          -0.011           0.004
  497554           0.003          -0.007          -0.007
  497555          -0.001           0.000           0.003
  497556           0.001          -0.009          -0.005
  497557           0.007          -0.006           0.013
  497558           0.004           0.006           0.004
  497559           0.004           0.002           0.009
  497560           0.005           0.009          -0.001
  497561          -0.012           0.000           0.007
  497562           0.006          -0.005          -0.002
  497563          -0.077          -0.113           0.013
  497564          -0.096          -0.271           0.002
  497565          -0.225          -0.282           0.004
  497566          -0.345          -0.089           0.001
  497567          -0.217          -0.029           0.002
  497568          -0.371           0.004           0.025
  497569          -0.265           0.041          -0.024
  497570          -0.156           0.016          -0.003
  497571          -0.039          -0.143          -0.025
  497572           0.099          -0.176          -0.016
  497573           0.151          -0.105           0.012
  497574           0.130          -0.090           0.009
  497575           0.146          -0.064           0.004
  497576           0.131           0.046           0.002
  497577          -0.116           0.198           0.028
  497578          -0.207           0.200           0.000
  497579          -0.212           0.204          -0.005
  497580          -0.141           0.105           0.007
  497581          -0.092           0.016          -0.012
  497582          -0.053          -0.038          -0.002
  497583          -0.017          -0.057          -0.008
  497584           0.000          -0.059          -0.019
  497585           0.031          -0.043           0.000
  497586           0.011          -0.024          -0.009
  497587           0.011          -0.033           0.005
  497588           0.022          -0.023           0.001
  497589           0.007           0.001           0.013
  497590          -0.007           0.012          -0.005
  497591          -0.021           0.011           0.007
  497592          -0.016           0.002          -0.017
  497593          -0.002           0.002           0.007
  497594           0.009          -0.002          -0.009
  497595          -0.002          -0.002           0.007
  497596          -0.007          -0.006           0.006
  497597          -0.004          -0.002           0.003
  497598          -0.003           0.009           0.001
  497599           0.007           0.011           0.006
  497600           0.010           0.018           0.032
  497601           0.007           0.008           0.001
  497602          -0.001           0.008          -0.003
  497603          -0.005          -0.004           0.000
  497604          -0.003          -0.007           0.001
  497605          -0.001          -0.003          -0.004
  497606           0.002           0.024           0.004
  497607          -0.004           0.011           0.019
  497608           0.006           0.001          -0.001
  497609           0.000           0.000           0.007
  497610          -0.005          -0.005          -0.006
  497611           0.009          -0.005           0.002
  497612           0.004          -0.004          -0.006
  497613           0.002           0.003           0.008
  497614           0.010          -0.015           0.007
  497615           0.014          -0.021           0.012
  497616           0.019          -0.024           0.011
  497617           0.013          -0.008           0.000
  497618           0.010           0.009           0.008
  497619          -0.002           0.014           0.016
  497620           0.011           0.013           0.006
  497621           0.003           0.002           0.009
  497622           0.003           0.010           0.013
  497623          -0.003           0.004           0.006
  497624          -0.010           0.008           0.011
  497625          -0.017           0.016           0.016
  497626          -0.010           0.017           0.011
  497627           0.010           0.006           0.016
  497628           0.010          -0.004           0.017
  497629           0.025          -0.009           0.010
  497630           0.020          -0.017           0.005
  497631           0.009           0.000           0.009
  497632          -0.009           0.002           0.002
  497633          -0.001           0.005           0.010
  497634          -0.001           0.008           0.002
  497635           0.009          -0.017           0.023
  497636           0.149          -0.231          -0.015
  497637           0.394          -0.240          -0.001
  497638           0.513          -0.010          -0.006
  497639           0.492           0.331          -0.009
  497640           0.061           0.547          -0.017
  497641           0.005           0.196           0.001
  497642           0.001          -0.100           0.033
  497643           0.014          -0.211           0.007
  497644          -0.021          -0.239           0.002
  497645          -0.060          -0.176           0.006
  497646          -0.067          -0.126          -0.007
  497647           0.120          -0.004          -0.003
  497648           0.206           0.354          -0.004
  497649          -0.049           0.546          -0.002
  497650          -0.268           0.355           0.017
  497651          -0.177           0.145           0.025
  497652          -0.031           0.021          -0.009
  497653           0.092          -0.037           0.006
  497654           0.147          -0.041          -0.004
  497655           0.114          -0.053           0.004
  497656           0.066          -0.053           0.000
  497657           0.074          -0.068           0.016
  497658           0.067          -0.082           0.008
  497659           0.043          -0.053           0.011
  497660           0.022          -0.014           0.000
  497661           0.019          -0.013           0.006
  497662           0.030          -0.014           0.017
  497663           0.026           0.000           0.004
  497664           0.002           0.015          -0.001
  497665           0.012           0.021           0.020
  497666          -0.006           0.022           0.002
  497667          -0.008           0.014           0.007
  497668          -0.003           0.017           0.020
  497669          -0.007           0.009           0.004
  497670          -0.011           0.018          -0.003
  497671          -0.011           0.027           0.016
  497672          -0.015           0.003           0.003
  497673           0.001          -0.015          -0.010
  497674           0.008          -0.026           0.003
  497675           0.011          -0.004           0.005
  497676           0.021           0.012          -0.001
  497677           0.003           0.008           0.009
  497678           0.003           0.013          -0.002
  497679          -0.028           0.013          -0.012
  497680          -0.007          -0.008           0.004
  497681           0.014          -0.006           0.005
  497682           0.005           0.004           0.018
  497683          -0.001          -0.001           0.020
  497684          -0.018           0.017          -0.014
  497685          -0.016           0.021          -0.002
  497686          -0.021          -0.005          -0.004
  497687          -0.011          -0.007          -0.007
  497688          -0.004          -0.004          -0.009
  497689           0.001           0.007           0.016
  497690          -0.007          -0.022          -0.005
  497691           0.009          -0.022           0.004
  497692          -0.034          -0.064           0.001
  497693          -0.091          -0.227          -0.009
  497694          -0.116          -0.269          -0.020
  497695          -0.283          -0.194          -0.015
  497696          -0.283          -0.005           0.011
  497697          -0.243          -0.039          -0.010
  497698          -0.367           0.085           0.037
  497699          -0.207           0.075          -0.017
  497700          -0.128          -0.049          -0.012
  497701           0.019          -0.167           0.003
  497702           0.128          -0.176           0.014
  497703           0.185          -0.113           0.018
  497704           0.167          -0.083           0.007
  497705           0.159          -0.037          -0.008
  497706           0.087           0.060          -0.012
  497707          -0.145           0.093           0.013
  497708          -0.189           0.099           0.001
  497709          -0.132           0.090           0.000
  497710          -0.105           0.072           0.015
  497711          -0.088           0.095           0.011
  497712          -0.067           0.106          -0.007
  497713          -0.064           0.081          -0.007
  497714          -0.035           0.048          -0.006
  497715          -0.020           0.014          -0.002
  497716          -0.011          -0.012          -0.001
  497717          -0.008          -0.024           0.002
  497718           0.007          -0.038           0.000
  497719           0.012          -0.039          -0.010
  497720           0.012          -0.027           0.012
  497721           0.014          -0.009           0.014
  497722           0.007          -0.001          -0.006
  497723          -0.012          -0.022          -0.005
  497724           0.007          -0.022           0.008
  497725           0.004          -0.009           0.009
  497726          -0.006          -0.007           0.011
  497727           0.012          -0.019          -0.011
  497728           0.013          -0.005           0.009
  497729           0.007           0.004          -0.008
  497730           0.014           0.010           0.000
  497731           0.011           0.009           0.009
  497732           0.011           0.002          -0.003
  497733          -0.005           0.006           0.019
  497734          -0.014           0.002           0.010
  497735          -0.010           0.014           0.003
  497736          -0.013           0.000          -0.001
  497737          -0.010          -0.018           0.003
  497738           0.000          -0.018           0.019
  497739           0.001          -0.018           0.010
  497740           0.004          -0.004          -0.010
  497741           0.001           0.004          -0.001
  497742          -0.010           0.006           0.014
  497743          -0.010           0.007           0.008
  497744          -0.001           0.008           0.002
  497745          -0.003           0.023           0.001
  497746          -0.004          -0.008           0.006
  497747           0.009          -0.016          -0.009
  497748           0.005           0.007           0.010
  497749           0.005          -0.005          -0.015
  497750           0.001          -0.012           0.004
  497751           0.005          -0.012           0.006
  497752           0.013          -0.009           0.007
  497753           0.005           0.004          -0.005
  497754          -0.001           0.017           0.010
  497755          -0.003           0.002           0.009
  497756          -0.015           0.011          -0.007
  497757          -0.003          -0.006          -0.013
  497758          -0.001          -0.007           0.009
  497759          -0.004           0.010           0.006
  497760           0.003           0.015           0.007
  497761           0.003           0.016           0.004
  497762          -0.003          -0.004           0.001
  497763           0.009          -0.005          -0.004
  497764           0.004          -0.003           0.000
  497765           0.019          -0.075           0.004
  497766           0.177          -0.283          -0.012
  497767           0.427          -0.217           0.000
  497768           0.506           0.019          -0.007
  497769           0.473           0.390           0.009
  497770           0.008           0.531          -0.010
  497771           0.023           0.146          -0.003
  497772           0.011          -0.107           0.012
  497773           0.014          -0.219           0.011
  497774          -0.026          -0.226           0.007
  497775          -0.058          -0.172           0.011
  497776          -0.072          -0.132          -0.006
  497777           0.156           0.028          -0.027
  497778           0.206           0.386          -0.023
  497779          -0.081           0.541           0.014
  497780          -0.264           0.327          -0.001
  497781          -0.152           0.112           0.011
  497782          -0.002           0.011          -0.005
  497783           0.116          -0.055           0.019
  497784           0.139          -0.067          -0.002
  497785           0.112          -0.062          -0.010
  497786           0.084          -0.054          -0.002
  497787           0.054          -0.057          -0.007
  497788           0.050          -0.080           0.001
  497789           0.029          -0.048          -0.001
  497790          -0.001          -0.016          -0.008
  497791          -0.001          -0.013           0.008
  497792           0.009           0.005          -0.013
  497793           0.004           0.017           0.003
  497794           0.003           0.012          -0.006
  497795          -0.001           0.014           0.015
  497796           0.006           0.012          -0.009
  497797           0.002           0.011           0.023
  497798          -0.011           0.010          -0.005
  497799           0.001          -0.011           0.002
  497800           0.014          -0.008          -0.015
  497801           0.001           0.029          -0.005
  497802          -0.135           0.254          -0.011
  497803          -0.406           0.273           0.008
  497804          -0.557           0.003          -0.002
  497805          -0.405          -0.250          -0.016
  497806          -0.197          -0.215          -0.014
  497807          -0.074          -0.122           0.011
  497808          -0.002          -0.022           0.001
  497809           0.024           0.104           0.001
  497810           0.023           0.137           0.001
  497811           0.038           0.106           0.007
  497812           0.058           0.092          -0.008
  497813           0.070           0.086           0.015
  497814           0.068           0.077           0.018
  497815           0.033           0.039          -0.009
  497816           0.017           0.015          -0.001
  497817           0.022           0.008           0.011
  497818           0.008           0.020           0.008
  497819          -0.013           0.000          -0.002
  497820          -0.015          -0.006          -0.010
  497821           0.000           0.010          -0.005
  497822          -0.022           0.000           0.013
  497823          -0.003          -0.005          -0.012
  497824           0.030          -0.003           0.014
  497825          -0.002          -0.005          -0.006
  497826          -0.001          -0.005           0.018
  497827           0.006          -0.003           0.007
  497828          -0.007           0.003          -0.008
  497829           0.003          -0.002           0.007
  497830           0.000           0.002           0.004
  497831           0.023           0.011           0.017
  497832           0.024           0.004           0.006
  497833          -0.002           0.014          -0.001
  497834           0.001          -0.012           0.010
  497835          -0.008          -0.009           0.004
  497836          -0.007          -0.001           0.013
  497837           0.004           0.015           0.013
  497838          -0.020          -0.007          -0.015
  497839          -0.012          -0.019          -0.011
  497840          -0.012           0.001          -0.005
  497841           0.000          -0.004          -0.011
  497842           0.025           0.013          -0.003
  497843           0.024          -0.013          -0.001
  497844           0.183          -0.077           0.006
  497845           0.276          -0.073           0.001
  497846           0.246          -0.201          -0.026
  497847           0.155          -0.276           0.010
  497848           0.195          -0.288          -0.018
  497849           0.152          -0.138           0.001
  497850           0.106           0.018           0.009
  497851          -0.010          -0.001           0.011
  497852          -0.077           0.003          -0.005
  497853          -0.095           0.027           0.002
  497854          -0.120           0.055          -0.022
  497855          -0.088           0.086          -0.020
  497856          -0.116           0.065           0.001
  497857          -0.045           0.045          -0.014
  497858           0.015           0.010          -0.010
  497859           0.019           0.015           0.001
  497860          -0.008           0.065          -0.002
  497861          -0.110           0.106          -0.009
  497862          -0.204           0.046          -0.015
  497863          -0.154          -0.025          -0.009
  497864          -0.046          -0.036          -0.008
  497865           0.061          -0.047          -0.013
  497866           0.087          -0.049           0.019
  497867           0.084          -0.073          -0.001
  497868           0.054          -0.103          -0.009
  497869           0.015          -0.043          -0.018
  497870          -0.036          -0.043           0.000
  497871          -0.363          -0.117          -0.006
  497872          -0.274          -0.155          -0.003
  497873           0.102          -0.103          -0.006
  497874           0.065           0.019           0.025
  497875           0.017           0.013           0.005
  497876           0.013          -0.005          -0.006
  497877           0.040          -0.014          -0.004
  497878           0.015           0.001           0.002
  497879           0.010           0.004           0.007
  497880           0.004          -0.008           0.007
  497881           0.003           0.000          -0.012
  497882           0.007          -0.002           0.003
  497883           0.014          -0.005          -0.009
  497884           0.010          -0.011          -0.005
  497885           0.013           0.000           0.007
  497886           0.007          -0.002           0.006
  497887           0.005          -0.005           0.017
  497888           0.010          -0.011           0.019
  497889          -0.003          -0.015          -0.007
  497890           0.010          -0.002          -0.004
  497891           0.011          -0.007          -0.009
  497892           0.008           0.003          -0.002
  497893           0.019           0.008           0.004
  497894           0.013           0.005           0.004
  497895           0.005          -0.002          -0.014
  497896           0.010           0.017          -0.009
  497897          -0.039           0.212           0.006
  497898          -0.102           0.082          -0.028
  497899          -0.292           0.184           0.026
  497900          -0.092          -0.002           0.006
  497901           0.025          -0.075           0.000
  497902           0.069          -0.056           0.018
  497903           0.085          -0.038           0.022
  497904           0.042           0.012           0.009
  497905           0.004           0.011          -0.009
  497906          -0.012           0.016          -0.004
  497907          -0.013           0.003          -0.022
  497908          -0.014           0.004          -0.006
  497909          -0.005          -0.003           0.010
  497910          -0.009          -0.007           0.011
  497911           0.018          -0.016          -0.010
  497912           0.011          -0.015          -0.002
  497913          -0.003          -0.015          -0.004
  497914          -0.008           0.003           0.021
  497915          -0.013          -0.012          -0.011
  497916          -0.009           0.000           0.007
  497917           0.013           0.014           0.026
  497918           0.011          -0.001           0.021
  497919           0.012           0.004           0.022
  497920           0.002          -0.011           0.000
  497921          -0.001          -0.007           0.002
  497922          -0.017          -0.004          -0.006
  497923          -0.001          -0.006           0.000
  497924          -0.193          -0.071          -0.027
  497925           0.077          -0.334          -0.009
  497926           0.538          -0.048          -0.018
  497927           0.129           0.226           0.024
  497928          -0.093           0.071           0.016
  497929          -0.048          -0.073          -0.009
  497930          -0.055          -0.129           0.003
  497931          -0.010          -0.075           0.005
  497932           0.058           0.015           0.007
  497933           0.071           0.036          -0.003
  497934           0.031           0.033           0.010
  497935           0.012           0.032          -0.017
  497936          -0.005           0.021          -0.004
  497937          -0.002           0.004          -0.003
  497938          -0.006           0.008           0.002
  497939           0.005          -0.015          -0.011
  497940           0.008          -0.107           0.004
  497941           0.194          -0.050           0.013
  497942           0.190           0.333          -0.010
  497943          -0.173           0.339           0.010
  497944          -0.215           0.103           0.008
  497945          -0.018          -0.041           0.001
  497946           0.059          -0.192           0.000
  497947           0.115          -0.157          -0.002
  497948           0.134           0.080           0.005
  497949          -0.030           0.211           0.010
  497950          -0.159           0.115           0.010
  497951          -0.049          -0.004           0.005
  497952           0.033          -0.096           0.002
  497953           0.081          -0.110          -0.018
  497954           0.059          -0.002           0.002
  497955           0.019           0.049          -0.014
  497956          -0.015           0.040           0.000
  497957          -0.031           0.013           0.018
  497958          -0.006          -0.015           0.009
  497959           0.004          -0.024          -0.005
  497960           0.001          -0.030          -0.002
  497961           0.008          -0.017           0.006
  497962           0.012          -0.006          -0.001
  497963          -0.002           0.007           0.006
  497964          -0.004           0.008          -0.011
  497965          -0.003           0.010          -0.010
  497966          -0.002          -0.009           0.001
  497967          -0.006          -0.004           0.000
  497968           0.005          -0.012           0.003
  497969           0.003          -0.002           0.010
  497970           0.068          -0.059           0.006
  497971           0.216           0.087          -0.007
  497972          -0.118           0.392           0.006
  497973          -0.416           0.060           0.010
  497974          -0.153          -0.213           0.022
  497975          -0.037          -0.092           0.009
  497976           0.151           0.030          -0.011
  497977           0.170          -0.032          -0.010
  497978           0.086           0.014           0.011
  497979           0.028           0.081          -0.005
  497980          -0.046           0.122          -0.007
  497981          -0.141           0.112          -0.008
  497982          -0.222           0.001           0.011
  497983          -0.184          -0.112           0.000
  497984          -0.056          -0.102           0.009
  497985           0.076          -0.006          -0.013
  497986           0.145           0.020           0.005
  497987           0.220           0.066          -0.013
  497988           0.043           0.091           0.003
  497989          -0.091           0.025           0.003
  497990          -0.061          -0.025          -0.006
  497991          -0.011          -0.043          -0.010
  497992           0.021          -0.020           0.022
  497993           0.037          -0.001           0.004
  497994           0.019           0.003           0.000
  497995          -0.002          -0.003          -0.016
  497996           0.001          -0.001          -0.010
  497997           0.001          -0.001           0.008
  497998           0.001          -0.004           0.017
  497999          -0.007          -0.004          -0.018
  498000           0.000           0.004           0.007
  498001           0.002           0.002           0.019
  498002           0.000           0.001           0.003
  498003           0.005           0.012          -0.001
  498004           0.011           0.011           0.003
  498005          -0.003           0.005           0.008
  498006          -0.002           0.006           0.006
  498007           0.025           0.001           0.004
  498008           0.020          -0.001           0.012
  498009           0.012          -0.005           0.005
  498010           0.006           0.008           0.012
  498011          -0.007           0.002           0.017
  498012           0.008          -0.009           0.000
  498013          -0.036          -0.068          -0.027
  498014           0.009          -0.176           0.032
  498015           0.233          -0.150          -0.041
  498016           0.211          -0.113           0.008
  498017           0.069           0.142           0.000
  498018          -0.150           0.212           0.015
  498019          -0.277           0.083           0.014
  498020          -0.116          -0.003           0.007
  498021           0.087          -0.041          -0.007
  498022           0.163          -0.143           0.014
  498023           0.139          -0.054           0.018
  498024           0.113           0.100           0.007
  498025          -0.080           0.116           0.010
  498026          -0.082           0.005           0.004
  498027          -0.016          -0.044          -0.002
  498028           0.048          -0.055          -0.003
  498029           0.071          -0.043           0.002
  498030           0.042           0.018          -0.007
  498031           0.117           0.100          -0.013
  498032          -0.189           0.140           0.014
  498033          -0.224          -0.046           0.005
  498034          -0.092          -0.072           0.013
  498035           0.094          -0.048          -0.011
  498036           0.199          -0.007          -0.005
  498037           0.033           0.121           0.011
  498038          -0.141           0.082           0.012
  498039          -0.174          -0.028           0.033
  498040          -0.045          -0.069           0.006
  498041           0.096          -0.038          -0.007
  498042           0.171          -0.013          -0.013
  498043           0.086           0.050           0.005
  498044          -0.023           0.065           0.025
  498045          -0.045           0.006           0.013
  498046          -0.010          -0.008           0.019
  498047           0.017          -0.013           0.013
  498048           0.036          -0.012           0.001
  498049           0.032           0.005          -0.007
  498050           0.015           0.016          -0.003
  498051           0.004           0.011           0.005
  498052          -0.012           0.005           0.021
  498053          -0.012           0.000           0.008
  498054          -0.020           0.002           0.006
  498055          -0.008          -0.003          -0.005
  498056          -0.008          -0.016          -0.001
  498057          -0.004          -0.007           0.012
  498058          -0.001           0.000          -0.001
  498059           0.011           0.012          -0.006
  498060          -0.004           0.025           0.005
  498061          -0.027           0.028          -0.002
  498062          -0.037           0.013           0.006
  498063          -0.034           0.005           0.014
  498064          -0.019          -0.003           0.016
  498065           0.002          -0.012           0.009
  498066           0.002          -0.010           0.005
  498067           0.014          -0.001          -0.011
  498068           0.014          -0.003          -0.005
  498069           0.018          -0.005           0.006
  498070           0.012          -0.002           0.015
  498071           0.004          -0.003          -0.004
  498072          -0.002           0.011           0.007
  498073          -0.010           0.010          -0.009
  498074           0.000           0.002          -0.004
  498075           0.002          -0.001           0.013
  498076           0.005          -0.008           0.013
  498077           0.006          -0.003           0.008
  498078           0.006           0.002           0.006
  498079           0.013           0.004          -0.004
  498080           0.010           0.004          -0.007
  498081           0.016           0.005          -0.001
  498082           0.011           0.004           0.004
  498083          -0.020           0.010          -0.009
  498084          -0.024           0.005          -0.005
  498085          -0.020          -0.003           0.001
  498086          -0.023          -0.011          -0.002
  498087          -0.007           0.001           0.001
  498088           0.013           0.001          -0.004
  498089           0.015           0.005          -0.009
  498090           0.010           0.008          -0.011
  498091           0.005           0.008           0.004
  498092          -0.006           0.005          -0.013
  498093          -0.013           0.005          -0.007
  498094          -0.015           0.005          -0.009
  498095          -0.008           0.003           0.007
  498096          -0.025          -0.009           0.007
  498097          -0.007          -0.008          -0.005
  498098           0.018          -0.009           0.004
  498099           0.014           0.000           0.000
  498100           0.025          -0.002           0.007
  498101           0.013          -0.008          -0.003
  498102           0.008          -0.006           0.002
  498103           0.002          -0.002          -0.012
  498104           0.001          -0.006           0.003
  498105          -0.001           0.007           0.011
  498106          -0.004          -0.002          -0.008
  498107          -0.002          -0.009          -0.001
  498108           0.008          -0.005          -0.009
  498109           0.008          -0.004          -0.007
  498110           0.021          -0.006          -0.007
  498111           0.015           0.000           0.002
  498112           0.000           0.005          -0.002
  498113          -0.003           0.013          -0.004
  498114          -0.012           0.012           0.006
  498115          -0.018           0.011           0.000
